,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20
Person_455,1.0,,,1.0,,1.0,,0.0,1.0,,1.0,0.0,,,0.0,,1.0,,,
Person_456,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,
Person_457,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,,,0.0,
Person_458,,,,,1.0,0.0,0.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0
Person_459,0.0,1.0,0.0,,0.0,0.0,,,0.0,1.0,,1.0,0.0,0.0,,1.0,,,,1.0
Person_460,1.0,,0.0,1.0,1.0,,0.0,1.0,0.0,,,1.0,0.0,0.0,,,1.0,,1.0,1.0
Person_461,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,
Person_462,0.0,1.0,1.0,,1.0,,,,0.0,1.0,1.0,1.0,0.0,,0.0,,1.0,,,0.0
Person_463,1.0,1.0,,,0.0,,0.0,0.0,1.0,,,,,,0.0,1.0,1.0,0.0,1.0,1.0
Person_464,0.0,,1.0,,,1.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,1.0
Person_465,,1.0,,0.0,0.0,,,1.0,,,0.0,,0.0,0.0,0.0,,1.0,1.0,1.0,
Person_466,,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,,,,,,0.0,,1.0
Person_467,,0.0,,0.0,0.0,1.0,,,,0.0,,,,,,0.0,1.0,,0.0,
Person_468,,,,,,1.0,0.0,1.0,0.0,0.0,,0.0,,,,1.0,,0.0,,1.0
Person_469,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0
Person_470,,1.0,,1.0,,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,
Person_471,1.0,1.0,1.0,,0.0,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,
Person_472,,1.0,,1.0,,1.0,,0.0,0.0,,0.0,1.0,,1.0,1.0,,,1.0,,1.0
Person_473,0.0,,0.0,1.0,0.0,0.0,,1.0,,,,0.0,,,,,,,,
Person_474,1.0,0.0,,,1.0,,,0.0,,1.0,,,1.0,,0.0,,1.0,1.0,,
Person_475,,0.0,,0.0,0.0,0.0,0.0,,1.0,,,0.0,,0.0,0.0,,,,1.0,
Person_476,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,0.0,1.0,
Person_477,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Person_478,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,0.0,,1.0,,,,0.0
Person_479,,,,,,0.0,,,0.0,1.0,,0.0,,,0.0,,1.0,0.0,1.0,
Person_480,0.0,1.0,,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,
Person_481,,0.0,,,0.0,,,0.0,1.0,0.0,,,0.0,0.0,,1.0,1.0,,,
Person_482,,,,,,,,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,
Person_483,1.0,1.0,,,1.0,1.0,1.0,1.0,,,0.0,1.0,1.0,1.0,0.0,,,,1.0,
Person_484,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,0.0,1.0,1.0
Person_485,0.0,0.0,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,,0.0
Person_486,,1.0,0.0,0.0,0.0,,0.0,1.0,,0.0,,,,,,0.0,,0.0,0.0,
Person_487,0.0,1.0,,0.0,,,0.0,0.0,,0.0,0.0,,,1.0,1.0,,1.0,1.0,1.0,0.0
Person_488,,1.0,,,,,0.0,0.0,,,,,0.0,,0.0,1.0,0.0,0.0,1.0,
Person_489,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
Person_490,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0
Person_491,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,1.0
Person_492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0
Person_493,1.0,1.0,0.0,0.0,,0.0,,0.0,1.0,1.0,,1.0,0.0,,,1.0,,1.0,1.0,
Person_494,,,0.0,,,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
Person_495,1.0,,,1.0,0.0,,1.0,1.0,1.0,0.0,,,,,,,,0.0,1.0,1.0
Person_496,0.0,,0.0,0.0,,,0.0,1.0,0.0,,0.0,1.0,,0.0,0.0,,1.0,,0.0,0.0
Person_497,1.0,,1.0,1.0,1.0,,0.0,1.0,,,0.0,,1.0,0.0,0.0,,1.0,1.0,1.0,
Person_498,0.0,,,0.0,,0.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,0.0,,0.0,
Person_499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,,,1.0,,,0.0
Person_500,1.0,1.0,0.0,,,,1.0,,,1.0,,0.0,,1.0,0.0,,,,1.0,1.0
Person_501,1.0,,1.0,,,,,,,1.0,0.0,,1.0,,0.0,,1.0,1.0,1.0,1.0
Person_502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,1.0,
Person_503,0.0,,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0
Person_504,1.0,,1.0,,1.0,,1.0,1.0,,0.0,0.0,,,,0.0,,1.0,,,1.0
Person_505,,,0.0,0.0,0.0,,,1.0,0.0,0.0,,1.0,0.0,,0.0,1.0,1.0,0.0,,
Person_506,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,,0.0,,
Person_507,0.0,,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Person_508,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Person_509,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,,,0.0,1.0,
Person_510,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Person_511,1.0,,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,,,,1.0,1.0,1.0,,0.0,,
Person_512,,1.0,0.0,,1.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,,,1.0,1.0,,
Person_513,,,,1.0,,1.0,1.0,,,,1.0,1.0,0.0,,1.0,1.0,,0.0,1.0,1.0
Person_514,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,,,0.0
Person_515,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0
Person_516,1.0,,,,,,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,
Person_517,1.0,,0.0,0.0,,,0.0,1.0,0.0,,0.0,,0.0,,,1.0,0.0,0.0,1.0,0.0
Person_518,0.0,,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,1.0,,,1.0,1.0,0.0,1.0,
Person_519,,,,0.0,1.0,,1.0,,1.0,,0.0,,0.0,,0.0,1.0,1.0,1.0,1.0,
Person_520,1.0,,,0.0,0.0,,,0.0,1.0,,1.0,,,,,,1.0,,,1.0
Person_521,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,0.0,1.0,1.0,,0.0,1.0,1.0,,,
Person_522,1.0,,,,,0.0,0.0,,,1.0,,,,0.0,0.0,0.0,,1.0,,0.0
Person_523,1.0,1.0,,1.0,0.0,0.0,,,0.0,,,,,0.0,,1.0,1.0,,1.0,
Person_524,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,
Person_525,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0
Person_526,,1.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,,,1.0,1.0,0.0,,0.0
Person_527,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,,0.0,,0.0,,,1.0,1.0,1.0,1.0,
Person_528,1.0,,0.0,,0.0,1.0,,0.0,1.0,0.0,,0.0,0.0,,,1.0,,,1.0,
Person_529,,,,0.0,0.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,1.0,,0.0,1.0,
Person_530,1.0,1.0,,1.0,,1.0,,,1.0,,0.0,1.0,1.0,,,,1.0,,1.0,1.0
Person_531,,,,0.0,0.0,1.0,1.0,,,0.0,,,0.0,1.0,,,,,1.0,1.0
Person_532,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,,,
Person_533,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
Person_534,0.0,,,,0.0,,0.0,1.0,,0.0,,1.0,0.0,1.0,0.0,,,,1.0,1.0
Person_535,0.0,1.0,1.0,,1.0,,,1.0,,0.0,0.0,,,,,,,0.0,1.0,0.0
Person_536,0.0,1.0,0.0,1.0,1.0,,0.0,,,1.0,,0.0,,,0.0,1.0,1.0,0.0,,1.0
Person_537,1.0,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,,1.0,,,1.0,
Person_538,,,,,,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Person_539,,1.0,,,,,,,,,0.0,0.0,,0.0,,,1.0,0.0,1.0,1.0
Person_540,0.0,1.0,0.0,,,,1.0,1.0,,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0
Person_541,1.0,,,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,
Person_542,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,
Person_543,,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,1.0,1.0,,1.0
Person_544,,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Person_545,0.0,,1.0,,0.0,,0.0,,,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,
Person_546,1.0,1.0,0.0,0.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,0.0
Person_547,,,1.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,
Person_548,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Person_549,1.0,,,,1.0,0.0,,1.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0
Person_550,,1.0,1.0,,,,1.0,1.0,0.0,,,0.0,,,,1.0,1.0,,,1.0
Person_551,0.0,,,,,,0.0,1.0,,0.0,,,1.0,,0.0,,1.0,0.0,1.0,
Person_552,,1.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0
Person_553,1.0,1.0,,0.0,,0.0,,1.0,1.0,,,1.0,0.0,,0.0,1.0,1.0,,1.0,1.0
Person_554,0.0,,,0.0,,1.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,
Person_555,1.0,,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,,1.0,1.0,,,,1.0,,1.0
Person_556,,1.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0
Person_557,,,,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0
Person_558,1.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,1.0,0.0
Person_559,0.0,0.0,0.0,0.0,,,0.0,,,,,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0
Person_560,1.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,,0.0,,,1.0,1.0,,0.0,1.0,1.0
Person_561,1.0,,0.0,0.0,,,1.0,,0.0,,,0.0,,,,1.0,1.0,,1.0,0.0
Person_562,,1.0,0.0,0.0,,1.0,,0.0,1.0,,,1.0,,1.0,,,1.0,1.0,,
Person_563,1.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,0.0,1.0,0.0,1.0,,
Person_564,0.0,1.0,,,0.0,1.0,1.0,,0.0,1.0,,0.0,1.0,0.0,,1.0,1.0,0.0,,1.0
Person_565,0.0,,0.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,
Person_566,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,,,,1.0,1.0,,,0.0
Person_567,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,,1.0,,0.0,,
Person_568,,,1.0,0.0,1.0,,,,,,1.0,1.0,,1.0,0.0,,,0.0,,1.0
Person_569,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,,0.0,0.0
Person_570,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,,,,,0.0,,0.0,,,0.0,
Person_571,1.0,1.0,,,,,,1.0,0.0,1.0,1.0,0.0,,,0.0,0.0,1.0,1.0,,0.0
Person_572,,,,0.0,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,0.0
Person_573,0.0,,0.0,,,1.0,0.0,,0.0,,,1.0,0.0,,,,1.0,1.0,,1.0
Person_574,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,,1.0,,1.0,1.0
Person_575,0.0,0.0,1.0,,,,,,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0
Person_576,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,,,,0.0,,1.0,1.0,1.0,
Person_577,0.0,,,0.0,0.0,1.0,,,,0.0,,,,,,1.0,0.0,0.0,1.0,0.0
Person_578,,1.0,1.0,1.0,,,1.0,,1.0,0.0,,1.0,,1.0,0.0,1.0,1.0,1.0,,
Person_579,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0
Person_580,0.0,,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,
Person_581,,,,1.0,1.0,,,,,0.0,,1.0,,1.0,,1.0,0.0,,,0.0
Person_582,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,,0.0,1.0,1.0
Person_583,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,
Person_584,,,,,1.0,1.0,,1.0,1.0,0.0,,1.0,,1.0,0.0,1.0,,0.0,,
Person_585,1.0,1.0,,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0
Person_586,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,1.0,0.0
Person_587,1.0,1.0,,,,1.0,1.0,1.0,0.0,1.0,,,,1.0,1.0,,1.0,0.0,,
Person_588,0.0,1.0,1.0,,,,,,0.0,0.0,0.0,1.0,,,,,1.0,,1.0,1.0
Person_589,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,,0.0,,,1.0,
Person_590,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,,,0.0,0.0
Person_591,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,,1.0,1.0,0.0,1.0,
Person_592,,0.0,0.0,,0.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,0.0,,1.0,,0.0,0.0
Person_593,0.0,1.0,,1.0,1.0,,0.0,,,0.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,
Person_594,0.0,,,,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,
Person_595,,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,,,1.0,1.0,1.0
Person_596,,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,0.0,1.0,,,,0.0,,1.0
Person_597,,,1.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,,,0.0,1.0,,,0.0,
Person_598,,,,,0.0,1.0,1.0,1.0,,,0.0,1.0,0.0,,,,,,,
Person_599,1.0,1.0,1.0,1.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.0,1.0,1.0
Person_600,,1.0,1.0,,1.0,,0.0,1.0,0.0,,,1.0,1.0,,,1.0,,,1.0,
Person_601,,,,1.0,,,1.0,,,1.0,1.0,,1.0,,0.0,1.0,1.0,0.0,1.0,1.0
Person_602,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0
Person_603,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
Person_604,0.0,1.0,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,,0.0,1.0,1.0
Person_605,1.0,1.0,,,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,,0.0,1.0,0.0,1.0,,
Person_606,,0.0,0.0,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,
Person_607,,1.0,0.0,,0.0,1.0,,,0.0,1.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,
Person_608,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,0.0,1.0,,1.0,1.0,,1.0,
Person_609,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,,,1.0,0.0,,1.0,1.0
Person_610,,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,1.0,
Person_611,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,,,,,1.0,1.0
Person_612,,1.0,,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,,,0.0,1.0,0.0,0.0,1.0
Person_613,0.0,1.0,,,,,,,,,,0.0,0.0,,,1.0,1.0,,1.0,1.0
Person_614,0.0,,1.0,,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,,,1.0,,0.0,,
Person_615,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Person_616,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0
Person_617,0.0,,1.0,0.0,0.0,,1.0,,0.0,1.0,,1.0,,,,,1.0,,1.0,
Person_618,,1.0,,,0.0,,,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,1.0,0.0,1.0,
Person_619,,,,1.0,,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
Person_620,,1.0,,0.0,,1.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,,,0.0,1.0,1.0
Person_621,1.0,,,0.0,,,,1.0,,0.0,1.0,,,,1.0,1.0,1.0,0.0,,
Person_622,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0
Person_623,1.0,,1.0,,,,0.0,1.0,,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,
Person_624,0.0,,1.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0
Person_625,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
Person_626,1.0,1.0,1.0,1.0,1.0,,1.0,,,,0.0,,1.0,1.0,1.0,,1.0,,1.0,
Person_627,,,1.0,,,,0.0,0.0,,,0.0,,,1.0,0.0,1.0,,1.0,1.0,0.0
Person_628,0.0,,0.0,,1.0,,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,
Person_629,,1.0,1.0,,,1.0,,1.0,,,0.0,1.0,,1.0,1.0,,1.0,,1.0,1.0
Person_630,,1.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1.0,,0.0,,
Person_631,,,,,0.0,,0.0,1.0,0.0,1.0,,,,0.0,1.0,,1.0,,,
Person_632,,0.0,1.0,0.0,,,1.0,,,0.0,,,,,,1.0,,0.0,1.0,1.0
Person_633,1.0,,1.0,,0.0,1.0,0.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,
Person_634,1.0,,1.0,,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,,,0.0,0.0
Person_635,1.0,1.0,1.0,,1.0,,1.0,,,,0.0,0.0,0.0,1.0,,1.0,,0.0,1.0,1.0
Person_636,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
Person_637,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,0.0,,0.0,1.0,,1.0,0.0,0.0,0.0
Person_638,0.0,1.0,1.0,0.0,1.0,1.0,,,1.0,,,,,0.0,,1.0,,1.0,,
Person_639,0.0,1.0,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,1.0,,1.0,,,1.0,1.0
Person_640,1.0,,0.0,,0.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0
Person_641,1.0,,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,1.0,0.0,,0.0,
Person_642,,1.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,0.0,,0.0,1.0,1.0,0.0,1.0,1.0
Person_643,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,
Person_644,,1.0,,,1.0,0.0,1.0,,,,1.0,1.0,0.0,,,,,,1.0,0.0
Person_645,0.0,1.0,1.0,,,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,
Person_646,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,
Person_647,,1.0,,,,,,1.0,1.0,1.0,0.0,,0.0,1.0,,,,1.0,,0.0
Person_648,1.0,1.0,0.0,,0.0,,,,1.0,1.0,0.0,1.0,,1.0,0.0,,0.0,1.0,1.0,
Person_649,,,,0.0,0.0,,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,,0.0,1.0
Person_650,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,,1.0,,,0.0
Person_651,1.0,1.0,,,0.0,,0.0,0.0,,1.0,,,0.0,1.0,0.0,1.0,0.0,,1.0,0.0
Person_652,,,0.0,,0.0,1.0,,0.0,,0.0,,,,0.0,,1.0,,0.0,,
Person_653,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0
Person_654,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,,1.0,1.0,
Person_655,0.0,,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0
Person_656,,1.0,,,1.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,
Person_657,0.0,,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0
Person_658,1.0,1.0,0.0,0.0,,1.0,,,0.0,,1.0,,,,0.0,1.0,0.0,1.0,,1.0
Person_659,0.0,,0.0,0.0,1.0,1.0,,,,0.0,0.0,,0.0,,,1.0,,,,0.0
Person_660,,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
Person_661,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
Person_662,,,,1.0,1.0,1.0,1.0,,1.0,0.0,,,1.0,1.0,1.0,,1.0,,,
Person_663,,,,1.0,,1.0,,1.0,,0.0,1.0,,,1.0,1.0,,,1.0,1.0,
Person_664,,1.0,1.0,,0.0,,,1.0,0.0,,,1.0,0.0,,,,1.0,1.0,1.0,
Person_665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,1.0,,1.0,1.0,,,
Person_666,1.0,,,,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0
Person_667,,1.0,,,,0.0,,1.0,0.0,1.0,,,,1.0,,1.0,1.0,0.0,1.0,1.0
Person_668,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,
Person_669,,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,,0.0,,,1.0,1.0,1.0,,0.0
Person_670,0.0,,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,,1.0
Person_671,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,
Person_672,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,0.0,1.0,,1.0,1.0,,,1.0
Person_673,0.0,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,1.0,
Person_674,,,,0.0,0.0,,1.0,0.0,,1.0,0.0,0.0,1.0,,0.0,1.0,,1.0,,1.0
Person_675,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,,,
Person_676,,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0,1.0,,,1.0,1.0,1.0,,,
Person_677,,,,,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,1.0,,1.0,
Person_678,,,1.0,0.0,,1.0,1.0,1.0,1.0,,,0.0,,0.0,,1.0,0.0,,0.0,1.0
Person_679,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0
Person_680,1.0,,,0.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,1.0
Person_681,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
Person_682,0.0,1.0,0.0,,,1.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Person_683,,,0.0,,,,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
Person_684,,,,,,1.0,,1.0,0.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0
Person_685,,,0.0,,1.0,1.0,,1.0,,,0.0,1.0,,1.0,0.0,,1.0,1.0,,
