,Estimate,CSEM,Score,Max score,p,Infit MS,Infit Z,Outfit MS,Outfit Z
Person_722,3.276,0.565,33,38,0.868,0.752,-0.378,0.422,-0.604
Person_723,2.412,0.526,30,38,0.789,1.284,0.668,0.862,-0.038
Person_724,-0.038,0.438,19,38,0.5,1.098,0.365,1.144,0.467
Person_725,3.934,0.637,35,38,0.921,0.375,-1.357,0.256,-0.561
Person_726,0.343,0.443,21,38,0.553,1.986,1.925,1.813,1.692
Person_727,0.343,0.443,21,38,0.553,0.733,-0.537,0.827,-0.292
Person_728,1.383,0.481,26,38,0.684,1.866,1.601,2.235,2.118
Person_729,1.383,0.481,26,38,0.684,0.752,-0.405,0.735,-0.466
Person_730,3.276,0.565,33,38,0.868,1.098,0.356,1.122,0.42
Person_731,-1.835,0.481,10,38,0.263,0.745,-0.461,0.845,-0.192
Person_732,-2.582,0.526,7,38,0.184,1.074,0.31,0.912,0.023
Person_733,-1.19,0.454,13,38,0.342,1.124,0.421,1.205,0.59
Person_734,-2.318,0.508,8,38,0.211,0.837,-0.21,0.752,-0.348
Person_735,0.538,0.447,22,38,0.579,0.936,-0.004,0.829,-0.282
Person_736,0.343,0.443,21,38,0.553,0.85,-0.22,0.675,-0.725
Person_737,2.693,0.536,31,38,0.816,0.339,-1.574,0.938,0.128
Person_738,-0.414,0.437,17,38,0.447,1.736,1.581,1.814,1.711
Person_739,1.158,0.47,25,38,0.658,0.348,-1.766,0.417,-1.516
Person_740,0.943,0.461,24,38,0.632,0.418,-1.528,0.427,-1.526
Person_741,-0.226,0.437,18,38,0.474,0.324,-2.082,0.291,-2.272
Person_742,-0.603,0.439,16,38,0.421,1.22,0.63,1.309,0.81
Person_743,-3.906,0.67,3,38,0.079,0.545,-0.855,0.467,-0.426
Person_744,0.343,0.443,21,38,0.553,1.029,0.211,0.949,0.018
Person_745,3.589,0.592,34,38,0.895,0.958,0.085,0.602,-0.15
Person_746,-1.19,0.454,13,38,0.342,1.107,0.384,0.982,0.103
Person_747,0.538,0.447,22,38,0.579,1.035,0.225,1.018,0.184
Person_748,-1.19,0.454,13,38,0.342,0.59,-0.973,0.61,-0.914
Person_749,1.158,0.47,25,38,0.658,0.699,-0.573,0.711,-0.559
Person_750,-2.582,0.526,7,38,0.184,0.721,-0.497,0.627,-0.587
Person_751,-0.99,0.447,14,38,0.368,1.057,0.274,1.066,0.294
Person_752,0.943,0.461,24,38,0.632,1.521,1.148,1.643,1.367
Person_753,0.343,0.443,21,38,0.553,0.673,-0.712,0.72,-0.592
Person_754,-1.19,0.454,13,38,0.342,1.244,0.667,1.09,0.347
Person_755,2.412,0.526,30,38,0.789,1.351,0.773,1.112,0.38
Person_756,-1.611,0.47,11,38,0.289,0.43,-1.485,0.491,-1.248
Person_757,-0.99,0.447,14,38,0.368,0.886,-0.135,0.941,-0.0
Person_758,-1.396,0.461,12,38,0.316,0.848,-0.217,0.934,-0.006
Person_759,-0.038,0.438,19,38,0.5,0.547,-1.141,0.504,-1.318
Person_760,0.538,0.447,22,38,0.579,0.641,-0.799,0.72,-0.583
Person_761,0.943,0.461,24,38,0.632,0.649,-0.744,0.696,-0.624
Person_762,-1.396,0.461,12,38,0.316,0.484,-1.314,0.509,-1.227
Person_763,-0.795,0.443,15,38,0.395,1.246,0.681,0.992,0.122
Person_764,0.538,0.447,22,38,0.579,0.324,-2.005,0.342,-1.96
Person_765,-0.038,0.438,19,38,0.5,0.639,-0.837,0.611,-0.941
Person_766,0.943,0.461,24,38,0.632,1.126,0.419,1.113,0.393
Person_767,0.151,0.439,20,38,0.526,1.271,0.724,1.433,1.047
Person_768,-0.414,0.437,17,38,0.447,0.955,0.031,1.016,0.177
Person_769,-3.906,0.67,3,38,0.079,0.522,-0.921,0.428,-0.5
Person_770,0.538,0.447,22,38,0.579,0.881,-0.138,0.956,0.039
Person_771,-2.865,0.548,6,38,0.158,0.885,-0.09,0.756,-0.236
Person_772,-0.99,0.447,14,38,0.368,0.861,-0.2,0.879,-0.156
Person_773,1.383,0.481,26,38,0.684,0.693,-0.556,0.723,-0.497
Person_774,1.383,0.481,26,38,0.684,0.666,-0.63,0.759,-0.404
Person_775,-2.582,0.526,7,38,0.184,1.205,0.564,0.942,0.081
Person_776,2.138,0.516,29,38,0.763,1.095,0.351,0.889,-0.021
Person_777,-1.396,0.461,12,38,0.316,0.962,0.061,1.021,0.195
Person_778,1.873,0.505,28,38,0.737,1.53,1.052,1.284,0.674
Person_779,0.538,0.447,22,38,0.579,0.753,-0.472,0.65,-0.793
Person_780,-0.414,0.437,17,38,0.447,0.696,-0.671,0.72,-0.603
Person_781,-0.038,0.438,19,38,0.5,0.556,-1.109,0.493,-1.361
Person_782,0.737,0.453,23,38,0.605,0.772,-0.412,0.877,-0.152
Person_783,0.943,0.461,24,38,0.632,0.772,-0.399,0.767,-0.426
Person_784,1.621,0.493,27,38,0.711,0.403,-1.394,0.501,-1.093
Person_785,1.383,0.481,26,38,0.684,1.811,1.525,1.438,0.978
Person_786,-0.795,0.443,15,38,0.395,0.302,-2.195,0.316,-2.125
Person_787,0.943,0.461,24,38,0.632,1.169,0.506,1.166,0.504
Person_788,0.737,0.453,23,38,0.605,0.779,-0.395,0.747,-0.494
Person_789,-1.396,0.461,12,38,0.316,1.413,0.977,1.271,0.713
Person_790,-2.582,0.526,7,38,0.184,0.566,-0.935,0.498,-0.926
Person_791,1.383,0.481,26,38,0.684,0.733,-0.452,0.72,-0.505
Person_792,-0.038,0.438,19,38,0.5,2.123,2.151,2.03,2.041
Person_793,-2.07,0.494,9,38,0.237,1.474,1.047,1.488,1.027
Person_794,0.151,0.439,20,38,0.526,0.745,-0.51,0.752,-0.504
Person_795,0.737,0.453,23,38,0.605,1.036,0.229,1.017,0.184
Person_796,2.693,0.536,31,38,0.816,0.698,-0.478,0.71,-0.263
Person_797,0.943,0.461,24,38,0.632,0.514,-1.174,0.555,-1.059
Person_798,-2.582,0.526,7,38,0.184,0.934,0.015,1.197,0.519
Person_799,-3.172,0.576,5,38,0.132,0.433,-1.335,0.374,-1.015
Person_800,-0.414,0.437,17,38,0.447,1.879,1.81,1.842,1.756
Person_801,-1.19,0.454,13,38,0.342,1.198,0.574,1.026,0.203
Person_802,-0.038,0.438,19,38,0.5,0.959,0.044,0.811,-0.342
Person_803,-3.514,0.614,4,38,0.105,0.685,-0.539,0.536,-0.471
Person_804,-0.99,0.447,14,38,0.368,0.316,-2.102,0.331,-2.031
Person_805,-3.172,0.576,5,38,0.132,1.319,0.758,2.533,1.836
Person_806,0.943,0.461,24,38,0.632,0.775,-0.393,0.67,-0.699
Person_807,0.151,0.439,20,38,0.526,0.374,-1.809,0.35,-1.959
Person_808,-2.07,0.494,9,38,0.237,0.718,-0.52,0.825,-0.215
Person_809,0.538,0.447,22,38,0.579,0.453,-1.448,0.494,-1.325
Person_810,-0.795,0.443,15,38,0.395,0.764,-0.469,0.814,-0.331
Person_811,-2.582,0.526,7,38,0.184,0.436,-1.373,0.717,-0.378
Person_812,1.383,0.481,26,38,0.684,0.517,-1.07,0.558,-0.971
Person_813,-0.795,0.443,15,38,0.395,1.827,1.722,1.807,1.691
Person_814,-2.07,0.494,9,38,0.237,0.284,-2.06,0.451,-1.256
Person_815,0.737,0.453,23,38,0.605,0.695,-0.628,0.971,0.078
Person_816,0.151,0.439,20,38,0.526,0.872,-0.17,0.871,-0.179
Person_817,-0.99,0.447,14,38,0.368,1.341,0.864,1.439,1.052
Person_818,0.538,0.447,22,38,0.579,0.829,-0.269,0.829,-0.281
Person_819,-0.038,0.438,19,38,0.5,1.606,1.347,1.556,1.275
Person_820,0.943,0.461,24,38,0.632,0.65,-0.74,0.614,-0.869
Person_821,-0.226,0.437,18,38,0.474,0.872,-0.176,0.943,0.002
Person_822,0.943,0.461,24,38,0.632,0.978,0.102,0.934,-0.005
Person_823,-0.603,0.439,16,38,0.421,1.245,0.681,1.092,0.353
Person_824,-1.19,0.454,13,38,0.342,0.715,-0.589,0.704,-0.623
Person_825,-3.906,0.67,3,38,0.079,1.075,0.314,0.799,0.07
Person_826,1.383,0.481,26,38,0.684,0.704,-0.527,0.609,-0.816
Person_827,1.621,0.493,27,38,0.711,0.81,-0.239,0.712,-0.489
Person_828,0.151,0.439,20,38,0.526,0.895,-0.109,0.839,-0.264
Person_829,2.693,0.536,31,38,0.816,0.576,-0.797,0.403,-0.953
Person_830,0.151,0.439,20,38,0.526,0.843,-0.243,1.01,0.165
Person_831,1.873,0.505,28,38,0.737,0.976,0.128,1.183,0.506
Person_832,1.621,0.493,27,38,0.711,0.948,0.061,0.903,-0.041
Person_833,-1.19,0.454,13,38,0.342,1.564,1.258,1.447,1.056
Person_834,0.737,0.453,23,38,0.605,1.116,0.4,0.948,0.022
Person_835,-1.835,0.481,10,38,0.263,0.922,-0.023,0.833,-0.221
Person_836,2.693,0.536,31,38,0.816,0.698,-0.478,0.71,-0.263
Person_837,-0.038,0.438,19,38,0.5,0.718,-0.595,0.792,-0.393
Person_838,-0.414,0.437,17,38,0.447,1.179,0.543,1.306,0.806
Person_839,-0.99,0.447,14,38,0.368,1.767,1.612,1.752,1.59
Person_840,0.538,0.447,22,38,0.579,1.152,0.478,1.009,0.163
Person_841,-0.038,0.438,19,38,0.5,0.874,-0.168,0.765,-0.469
Person_842,-0.414,0.437,17,38,0.447,1.032,0.215,1.016,0.178
Person_843,-3.906,0.67,3,38,0.079,0.522,-0.921,0.428,-0.5
Person_844,3.276,0.565,33,38,0.868,0.084,-3.21,0.088,-1.681
Person_845,-2.865,0.548,6,38,0.158,0.87,-0.123,0.76,-0.229
Person_846,-3.906,0.67,3,38,0.079,0.801,-0.225,0.596,-0.212
Person_847,-2.318,0.508,8,38,0.211,0.543,-1.02,0.481,-1.072
Person_848,-0.603,0.439,16,38,0.421,0.948,0.015,0.883,-0.149
Person_849,1.621,0.493,27,38,0.711,0.497,-1.077,0.419,-1.373
Person_850,-0.226,0.437,18,38,0.474,1.058,0.276,1.128,0.433
Person_851,0.538,0.447,22,38,0.579,1.101,0.369,1.008,0.162
Person_852,1.873,0.505,28,38,0.737,0.417,-1.285,0.569,-0.816
Person_853,0.151,0.439,20,38,0.526,0.803,-0.35,0.965,0.056
Person_854,2.412,0.526,30,38,0.789,1.125,0.403,1.34,0.71
Person_855,-0.038,0.438,19,38,0.5,1.292,0.771,1.407,1.0
Person_856,-0.038,0.438,19,38,0.5,0.672,-0.733,0.665,-0.767
Person_857,-1.611,0.47,11,38,0.289,0.958,0.054,1.009,0.17
Person_858,1.383,0.481,26,38,0.684,0.733,-0.452,0.72,-0.505
Person_859,-0.603,0.439,16,38,0.421,0.778,-0.434,0.712,-0.624
Person_860,2.98,0.548,32,38,0.842,1.088,0.338,2.128,1.4
Person_861,1.621,0.493,27,38,0.711,0.85,-0.147,0.987,0.138
Person_862,-1.396,0.461,12,38,0.316,0.511,-1.215,0.532,-1.145
Person_863,-0.99,0.447,14,38,0.368,0.887,-0.134,0.908,-0.08
Person_864,-0.603,0.439,16,38,0.421,0.968,0.064,0.994,0.125
Person_865,3.276,0.565,33,38,0.868,0.706,-0.492,0.485,-0.477
Person_866,-1.611,0.47,11,38,0.289,1.305,0.768,1.181,0.53
Person_867,1.158,0.47,25,38,0.658,0.679,-0.628,0.69,-0.616
Person_868,-0.414,0.437,17,38,0.447,0.595,-0.994,0.675,-0.74
Person_869,2.98,0.548,32,38,0.842,0.383,-1.451,0.269,-1.178
Person_870,1.158,0.47,25,38,0.658,0.974,0.099,0.978,0.102
Person_871,0.151,0.439,20,38,0.526,1.486,1.13,1.541,1.244
Person_872,2.138,0.516,29,38,0.763,1.034,0.241,0.856,-0.087
Person_873,2.693,0.536,31,38,0.816,0.275,-1.844,0.224,-1.546
Person_874,-0.603,0.439,16,38,0.421,0.709,-0.633,0.651,-0.811
Person_875,1.158,0.47,25,38,0.658,1.251,0.657,1.159,0.483
Person_876,4.34,0.714,36,38,0.947,0.634,-0.453,0.368,-0.13
Person_877,-1.396,0.461,12,38,0.316,0.501,-1.253,0.524,-1.174
Person_878,-1.396,0.461,12,38,0.316,0.912,-0.058,0.814,-0.306
Person_879,-0.414,0.437,17,38,0.447,1.436,1.055,1.44,1.065
Person_880,-0.795,0.443,15,38,0.395,0.298,-2.221,0.29,-2.264
Person_881,1.621,0.493,27,38,0.711,2.493,2.295,2.034,1.794
Person_882,1.621,0.493,27,38,0.711,0.729,-0.431,0.654,-0.643
Person_883,1.158,0.47,25,38,0.658,1.091,0.346,1.063,0.287
Person_884,-0.226,0.437,18,38,0.474,0.759,-0.483,0.848,-0.243
Person_885,-2.865,0.548,6,38,0.158,0.918,-0.016,1.298,0.651
Person_886,-1.396,0.461,12,38,0.316,1.247,0.665,1.153,0.478
Person_887,-2.07,0.494,9,38,0.237,0.798,-0.314,0.801,-0.271
Person_888,0.943,0.461,24,38,0.632,0.778,-0.385,0.796,-0.349
Person_889,1.621,0.493,27,38,0.711,0.206,-2.283,0.234,-2.181
Person_890,-0.99,0.447,14,38,0.368,0.693,-0.667,0.633,-0.855
Person_891,-0.038,0.438,19,38,0.5,0.973,0.077,1.084,0.336
Person_892,-2.865,0.548,6,38,0.158,0.243,-2.194,0.228,-1.715
Person_893,0.943,0.461,24,38,0.632,1.272,0.707,1.414,0.976
Person_894,-0.226,0.437,18,38,0.474,1.4,0.984,1.519,1.21
Person_895,-4.97,0.912,1,38,0.026,0.928,0.144,0.862,0.417
Person_896,-0.795,0.443,15,38,0.395,1.003,0.147,0.987,0.109
Person_897,-2.07,0.494,9,38,0.237,1.465,1.032,1.348,0.801
Person_898,-0.414,0.437,17,38,0.447,0.481,-1.406,0.476,-1.43
Person_899,-0.603,0.439,16,38,0.421,0.316,-2.136,0.361,-1.918
Person_900,2.138,0.516,29,38,0.763,0.499,-0.993,0.485,-0.968
Person_901,-2.07,0.494,9,38,0.237,0.979,0.11,0.87,-0.112
Person_902,1.873,0.505,28,38,0.737,0.264,-1.896,0.273,-1.852
Person_903,1.873,0.505,28,38,0.737,0.662,-0.568,0.908,-0.009
Person_904,2.138,0.516,29,38,0.763,0.595,-0.721,0.754,-0.299
Person_905,2.412,0.526,30,38,0.789,1.45,0.922,1.051,0.285
Person_906,-0.414,0.437,17,38,0.447,0.981,0.096,0.99,0.116
Person_907,0.737,0.453,23,38,0.605,1.589,1.279,1.509,1.159
Person_908,2.412,0.526,30,38,0.789,1.311,0.711,1.602,1.045
Person_909,-3.514,0.614,4,38,0.105,0.707,-0.485,0.521,-0.499
Person_910,0.538,0.447,22,38,0.579,0.505,-1.254,0.592,-0.98
Person_911,0.343,0.443,21,38,0.553,0.251,-2.413,0.28,-2.301
Person_912,-2.582,0.526,7,38,0.184,0.399,-1.511,0.378,-1.3
Person_913,1.383,0.481,26,38,0.684,1.292,0.716,1.241,0.633
Person_914,-1.611,0.47,11,38,0.289,0.98,0.105,0.991,0.13
Person_915,-2.582,0.526,7,38,0.184,1.381,0.878,1.058,0.288
Person_916,1.158,0.47,25,38,0.658,1.683,1.38,1.244,0.65
Person_917,4.34,0.714,36,38,0.947,0.634,-0.453,0.368,-0.13
Person_918,0.151,0.439,20,38,0.526,0.821,-0.3,0.743,-0.531
Person_919,1.158,0.47,25,38,0.658,1.234,0.624,1.243,0.649
Person_920,1.158,0.47,25,38,0.658,0.724,-0.507,0.883,-0.117
Person_921,1.383,0.481,26,38,0.684,0.973,0.103,1.059,0.281
Person_922,-0.226,0.437,18,38,0.474,0.782,-0.419,0.827,-0.3
Person_923,-2.865,0.548,6,38,0.158,0.888,-0.083,1.263,0.602
Person_924,-2.07,0.494,9,38,0.237,1.121,0.406,0.949,0.058
Person_925,2.412,0.526,30,38,0.789,0.786,-0.26,1.094,0.353
Person_926,0.343,0.443,21,38,0.553,0.822,-0.293,0.991,0.12
Person_927,0.943,0.461,24,38,0.632,0.949,0.035,0.866,-0.168
Person_928,0.151,0.439,20,38,0.526,1.44,1.046,1.52,1.206
Person_929,1.621,0.493,27,38,0.711,0.559,-0.886,0.67,-0.6
Person_930,-1.835,0.481,10,38,0.263,0.66,-0.696,0.625,-0.769
Person_931,1.383,0.481,26,38,0.684,0.731,-0.459,0.778,-0.355
Person_932,1.158,0.47,25,38,0.658,1.009,0.174,1.17,0.505
Person_933,-0.795,0.443,15,38,0.395,0.779,-0.428,0.79,-0.398
Person_934,-0.603,0.439,16,38,0.421,0.877,-0.164,0.951,0.02
Person_935,-0.414,0.437,17,38,0.447,0.539,-1.188,0.525,-1.244
Person_936,-2.07,0.494,9,38,0.237,1.664,1.349,1.354,0.812
Person_937,-1.396,0.461,12,38,0.316,0.474,-1.351,0.504,-1.246
Person_938,-0.99,0.447,14,38,0.368,0.512,-1.265,0.477,-1.4
Person_939,-2.318,0.508,8,38,0.211,0.786,-0.337,0.681,-0.518
Person_940,2.412,0.526,30,38,0.789,1.244,0.603,1.304,0.661
Person_941,1.873,0.505,28,38,0.737,0.472,-1.103,0.469,-1.115
Person_942,-0.99,0.447,14,38,0.368,0.957,0.041,0.918,-0.056
Person_943,-1.396,0.461,12,38,0.316,0.757,-0.455,0.76,-0.449
Person_944,-1.396,0.461,12,38,0.316,0.818,-0.292,0.756,-0.46
Person_945,-0.414,0.437,17,38,0.447,0.752,-0.506,0.831,-0.29
Person_946,2.98,0.548,32,38,0.842,0.422,-1.308,0.348,-0.943
Person_947,-0.795,0.443,15,38,0.395,1.05,0.258,1.024,0.197
Person_948,-1.611,0.47,11,38,0.289,1.598,1.278,1.839,1.643
Person_949,-2.582,0.526,7,38,0.184,1.289,0.717,1.053,0.28
Person_950,1.873,0.505,28,38,0.737,0.766,-0.317,0.661,-0.571
Person_951,-1.396,0.461,12,38,0.316,0.588,-0.956,0.621,-0.855
Person_952,0.151,0.439,20,38,0.526,0.866,-0.184,0.853,-0.227
Person_953,1.383,0.481,26,38,0.684,0.907,-0.04,1.014,0.186
Person_954,-0.603,0.439,16,38,0.421,1.1,0.371,1.008,0.158
Person_955,0.737,0.453,23,38,0.605,0.697,-0.622,0.671,-0.714
Person_956,-1.611,0.47,11,38,0.289,0.912,-0.053,0.87,-0.149
Person_957,-0.603,0.439,16,38,0.421,1.094,0.356,1.217,0.624
Person_958,4.34,0.714,36,38,0.947,0.634,-0.453,0.368,-0.13
Person_959,-0.795,0.443,15,38,0.395,1.328,0.845,1.354,0.896
Person_960,-0.414,0.437,17,38,0.447,0.522,-1.249,0.517,-1.271
Person_961,0.943,0.461,24,38,0.632,0.401,-1.597,0.51,-1.214
Person_962,1.383,0.481,26,38,0.684,1.604,1.223,1.315,0.766
Person_963,-0.414,0.437,17,38,0.447,0.798,-0.378,0.821,-0.316
Person_964,0.737,0.453,23,38,0.605,0.995,0.135,1.087,0.34
Person_965,-0.99,0.447,14,38,0.368,0.398,-1.719,0.418,-1.636
Person_966,3.589,0.592,34,38,0.895,1.47,0.98,0.841,0.154
Person_967,-0.795,0.443,15,38,0.395,0.785,-0.41,0.76,-0.481
Person_968,-2.582,0.526,7,38,0.184,0.338,-1.762,0.302,-1.58
Person_969,0.343,0.443,21,38,0.553,1.474,1.102,1.379,0.94
Person_970,1.873,0.505,28,38,0.737,0.901,-0.023,0.781,-0.283
Person_971,-1.19,0.454,13,38,0.342,1.832,1.693,1.559,1.253
Person_972,-0.99,0.447,14,38,0.368,0.456,-1.478,0.51,-1.276
Person_973,0.151,0.439,20,38,0.526,1.208,0.598,1.168,0.518
Person_974,-1.19,0.454,13,38,0.342,1.129,0.43,1.126,0.424
Person_975,2.138,0.516,29,38,0.763,0.289,-1.739,0.286,-1.651
Person_976,-3.514,0.614,4,38,0.105,1.655,1.259,1.283,0.594
Person_977,0.151,0.439,20,38,0.526,1.168,0.514,1.23,0.648
Person_978,-1.396,0.461,12,38,0.316,1.027,0.208,0.997,0.14
Person_979,0.343,0.443,21,38,0.553,0.574,-1.027,0.625,-0.885
Person_980,-4.377,0.757,2,38,0.053,0.673,-0.427,0.462,-0.212
Person_981,2.138,0.516,29,38,0.763,0.603,-0.7,0.535,-0.827
Person_982,1.158,0.47,25,38,0.658,0.737,-0.47,0.786,-0.359
Person_983,-0.414,0.437,17,38,0.447,0.393,-1.767,0.411,-1.694
Person_984,2.98,0.548,32,38,0.842,0.814,-0.223,0.614,-0.354
Person_985,-0.038,0.438,19,38,0.5,1.577,1.297,1.437,1.057
Person_986,-0.226,0.437,18,38,0.474,0.681,-0.711,0.69,-0.693
Person_987,-2.318,0.508,8,38,0.211,1.135,0.432,1.273,0.656
Person_988,2.693,0.536,31,38,0.816,0.736,-0.386,1.261,0.584
Person_989,-2.582,0.526,7,38,0.184,0.672,-0.628,0.596,-0.665
Person_990,0.737,0.453,23,38,0.605,1.197,0.567,1.468,1.087
Person_991,-0.038,0.438,19,38,0.5,1.252,0.691,1.331,0.854
Person_992,0.538,0.447,22,38,0.579,0.661,-0.739,0.769,-0.445
Person_993,0.343,0.443,21,38,0.553,1.957,1.882,2.227,2.304
Person_994,-2.07,0.494,9,38,0.237,0.992,0.138,1.01,0.185
Person_995,0.943,0.461,24,38,0.632,0.766,-0.416,0.661,-0.725
Person_996,2.98,0.548,32,38,0.842,1.189,0.52,1.002,0.251
Person_997,-0.226,0.437,18,38,0.474,1.855,1.765,1.621,1.39
Person_998,0.737,0.453,23,38,0.605,0.645,-0.775,0.643,-0.8
Person_999,0.737,0.453,23,38,0.605,1.521,1.164,1.628,1.362
Person_1000,1.383,0.481,26,38,0.684,0.931,0.014,1.167,0.494
