,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12
Rater_4,Person_195,1,0,0,0,1,0,0,0,0,1,0,1
Rater_4,Person_196,1,2,2,2,2,4,3,3,4,4,4,2
Rater_4,Person_197,3,4,4,2,3,3,4,5,4,3,4,5
Rater_4,Person_198,2,4,5,2,4,3,5,4,1,1,1,4
Rater_4,Person_199,1,0,1,3,1,3,3,3,1,4,1,3
Rater_4,Person_200,5,5,5,5,4,5,5,5,5,5,5,4
Rater_5,Person_1,0,0,0,0,0,0,0,3,0,0,0,0
Rater_5,Person_2,1,0,3,2,0,4,4,4,0,4,3,5
Rater_5,Person_3,4,5,5,4,4,5,5,4,2,5,4,5
Rater_5,Person_4,5,1,1,5,1,4,5,5,1,4,2,4
Rater_5,Person_5,4,3,4,1,3,4,5,5,4,5,4,5
Rater_5,Person_6,5,5,5,5,5,5,5,5,5,5,5,5
Rater_5,Person_7,0,0,0,1,0,0,0,1,0,0,0,0
Rater_5,Person_8,5,5,4,4,5,4,5,5,3,5,5,5
Rater_5,Person_9,0,0,0,0,0,0,1,1,0,1,0,1
Rater_5,Person_10,3,1,3,3,3,5,4,5,4,4,1,5
Rater_5,Person_11,0,2,4,0,0,0,5,5,0,4,2,3
Rater_5,Person_12,4,5,5,4,5,4,5,5,5,5,5,5
Rater_5,Person_13,2,0,0,0,2,0,1,1,0,0,1,2
Rater_5,Person_14,5,4,4,4,3,3,4,5,2,5,5,5
Rater_5,Person_15,2,2,1,1,0,0,1,3,0,0,0,1
Rater_5,Person_16,0,0,0,1,0,0,0,0,0,0,0,0
Rater_5,Person_17,5,0,3,4,5,5,5,5,0,5,3,5
Rater_5,Person_18,5,5,5,5,4,5,5,5,5,5,4,5
Rater_5,Person_19,5,0,3,5,1,5,5,5,1,5,3,5
Rater_5,Person_20,0,0,0,0,0,0,0,4,1,1,1,1
Rater_5,Person_21,4,2,2,2,2,4,5,5,0,5,4,4
Rater_5,Person_22,4,0,4,5,4,4,5,5,2,5,2,5
Rater_5,Person_23,5,5,5,5,5,5,5,5,4,5,5,5
Rater_5,Person_24,0,0,0,0,0,1,1,0,0,0,0,3
Rater_5,Person_25,4,3,4,3,4,2,5,5,1,5,3,5
Rater_5,Person_26,3,3,5,3,2,4,4,5,3,4,1,3
Rater_5,Person_27,4,0,0,2,2,0,5,5,0,5,0,3
Rater_5,Person_28,4,1,0,4,3,0,5,5,0,5,2,5
Rater_5,Person_29,1,0,0,0,1,1,4,3,0,0,1,2
Rater_5,Person_30,2,2,0,2,1,0,3,2,0,3,1,0
Rater_5,Person_31,5,5,5,5,5,5,5,5,4,5,1,5
Rater_5,Person_32,3,2,2,1,1,4,5,5,2,5,1,4
Rater_5,Person_33,0,2,2,0,0,0,4,5,1,2,0,4
Rater_5,Person_34,0,0,0,0,0,0,0,0,0,0,0,0
Rater_5,Person_35,1,0,0,1,2,0,2,5,0,1,0,4
Rater_5,Person_36,1,1,3,0,1,1,4,5,0,1,0,2
Rater_5,Person_37,1,1,0,0,0,0,0,1,0,1,0,1
Rater_5,Person_38,1,0,0,0,0,1,1,0,0,1,0,1
Rater_5,Person_39,5,1,5,3,3,5,5,5,5,5,3,4
Rater_5,Person_40,5,2,2,1,0,2,2,5,1,4,2,5
Rater_5,Person_41,0,0,0,0,0,0,0,2,0,0,1,0
Rater_5,Person_42,0,0,0,0,0,4,0,0,0,0,0,0
Rater_5,Person_43,2,3,0,1,1,2,3,4,0,5,1,5
Rater_5,Person_44,4,4,3,5,3,4,5,5,5,5,5,4
Rater_5,Person_45,2,0,0,0,0,0,0,1,0,1,0,0
Rater_5,Person_46,5,5,5,5,4,5,5,5,5,5,5,5
Rater_5,Person_47,1,0,1,0,0,1,5,3,0,1,0,3
Rater_5,Person_48,0,0,0,1,1,0,1,0,0,0,0,1
Rater_5,Person_49,5,5,4,4,1,3,5,5,1,5,3,5
Rater_5,Person_50,5,5,4,5,5,5,5,5,5,5,5,4
Rater_5,Person_51,2,0,0,2,0,1,5,2,0,1,1,4
Rater_5,Person_52,4,2,3,4,5,3,5,5,1,2,5,5
Rater_5,Person_53,1,2,1,1,1,2,5,4,0,1,1,2
Rater_5,Person_54,1,1,2,0,0,2,5,5,0,2,1,4
Rater_5,Person_55,5,5,5,5,5,4,5,5,5,5,5,5
Rater_5,Person_56,5,5,2,4,5,5,5,4,4,5,4,5
Rater_5,Person_57,0,0,0,0,0,0,1,0,1,0,0,1
Rater_5,Person_58,5,5,5,5,5,5,5,5,5,5,5,5
Rater_5,Person_59,1,0,0,0,0,2,1,1,0,1,0,0
Rater_5,Person_60,3,5,5,5,5,5,4,5,4,5,4,5
Rater_5,Person_61,4,3,2,1,2,5,5,5,2,5,5,4
Rater_5,Person_62,1,2,3,1,2,5,4,5,1,4,5,4
Rater_5,Person_63,1,5,1,5,1,3,4,5,2,5,1,5
Rater_5,Person_64,3,4,1,1,1,2,3,3,1,5,1,4
Rater_5,Person_65,5,4,5,5,5,4,5,5,5,4,4,4
Rater_5,Person_66,0,0,0,1,0,0,0,5,0,1,0,2
Rater_5,Person_67,1,0,0,0,0,0,0,3,0,0,0,1
Rater_5,Person_68,5,3,5,5,4,4,5,5,2,5,3,5
Rater_5,Person_69,5,5,5,5,4,5,5,5,5,5,5,5
Rater_5,Person_70,0,0,2,2,1,0,4,5,1,5,3,5
Rater_5,Person_71,5,5,5,5,5,4,5,5,4,5,5,5
Rater_5,Person_72,5,0,3,4,2,1,4,5,2,4,1,4
Rater_5,Person_73,5,5,5,5,5,5,5,5,4,5,5,5
Rater_5,Person_74,5,5,2,4,5,5,5,5,3,5,5,5
Rater_5,Person_75,4,5,1,4,3,5,4,4,3,4,5,5
Rater_5,Person_76,5,5,1,3,3,4,5,5,4,5,5,5
Rater_5,Person_77,1,1,0,1,0,0,5,3,0,0,3,1
Rater_5,Person_78,5,1,1,2,4,2,4,5,1,4,2,5
Rater_5,Person_79,1,1,0,0,0,0,1,0,0,0,0,0
Rater_5,Person_80,0,0,0,0,0,0,1,0,0,0,0,0
Rater_5,Person_81,5,2,5,5,2,5,5,5,4,5,5,5
Rater_5,Person_82,0,1,2,2,1,4,2,4,0,4,0,5
Rater_5,Person_83,4,5,4,3,5,3,4,5,5,5,4,5
Rater_5,Person_84,4,1,1,5,5,3,5,5,2,3,3,5
Rater_5,Person_85,3,0,0,0,0,1,2,5,0,1,0,4
Rater_5,Person_86,5,5,5,5,5,5,5,5,5,5,5,5
Rater_5,Person_87,5,4,5,5,5,5,5,5,3,5,5,5
Rater_5,Person_88,4,2,1,2,2,5,4,5,2,4,3,5
Rater_5,Person_89,4,0,1,0,0,2,2,5,4,5,2,5
Rater_5,Person_90,5,4,5,5,5,5,5,5,4,5,3,4
Rater_5,Person_91,1,0,1,2,0,2,5,5,0,4,1,0
Rater_5,Person_92,5,5,4,5,5,4,5,5,4,4,5,5
Rater_5,Person_93,5,3,5,5,4,1,5,5,3,5,2,5
Rater_5,Person_94,0,0,0,1,1,0,1,5,0,0,0,1
Rater_5,Person_95,5,5,1,4,3,5,5,5,3,5,4,4
Rater_5,Person_96,5,4,4,5,5,5,5,5,5,5,5,5
Rater_5,Person_97,5,4,4,4,5,5,5,5,3,5,4,5
Rater_5,Person_98,5,5,5,5,4,5,5,5,3,5,5,5
Rater_5,Person_99,4,5,5,3,5,5,5,5,5,4,4,5
Rater_5,Person_100,2,2,1,1,1,1,2,5,0,3,1,2
Rater_5,Person_101,5,5,5,5,5,5,5,5,5,5,5,5
Rater_5,Person_102,3,3,4,2,1,4,4,5,0,4,3,5
Rater_5,Person_103,5,5,4,4,4,3,4,4,2,5,1,4
Rater_5,Person_104,0,0,0,0,0,0,0,0,0,1,0,1
Rater_5,Person_105,5,2,4,5,5,5,5,5,5,5,3,5
Rater_5,Person_106,5,4,3,4,3,4,4,5,3,5,5,3
Rater_5,Person_107,0,0,1,1,0,0,3,4,0,2,0,1
Rater_5,Person_108,4,1,4,5,5,1,4,5,2,5,4,5
Rater_5,Person_109,3,2,5,5,4,4,5,5,5,5,2,4
Rater_5,Person_110,5,3,5,5,5,5,4,5,5,5,5,5
Rater_5,Person_111,4,2,4,5,4,5,4,4,4,5,4,5
Rater_5,Person_112,1,1,2,0,0,1,1,4,0,1,2,2
Rater_5,Person_113,4,3,1,2,1,1,5,5,0,5,1,5
Rater_5,Person_114,1,0,0,0,0,0,1,0,0,0,0,0
Rater_5,Person_115,2,0,1,2,3,5,3,2,2,5,1,5
Rater_5,Person_116,1,1,1,0,0,2,1,5,0,0,0,5
Rater_5,Person_117,5,4,5,3,5,4,5,5,1,5,5,5
Rater_5,Person_118,5,4,5,5,5,5,5,5,5,5,5,5
Rater_5,Person_119,5,3,1,4,5,5,4,5,3,4,2,5
Rater_5,Person_120,0,0,0,0,0,0,0,1,1,1,1,0
Rater_5,Person_121,5,4,2,4,5,4,4,5,3,3,3,5
Rater_5,Person_122,0,0,0,0,0,0,1,4,0,0,2,1
Rater_5,Person_123,4,0,2,3,4,5,5,5,3,3,2,5
Rater_5,Person_124,2,1,5,4,0,3,5,3,2,4,4,5
Rater_5,Person_125,0,2,0,0,1,0,1,4,0,1,0,2
Rater_5,Person_126,0,0,0,0,0,0,1,1,1,1,0,1
Rater_5,Person_127,4,4,4,5,5,5,5,5,4,5,4,4
Rater_5,Person_128,5,5,5,5,5,5,5,5,5,5,4,5
Rater_5,Person_129,1,0,0,1,2,2,4,4,2,2,2,4
Rater_5,Person_130,1,2,2,1,1,3,4,5,2,5,1,3
Rater_5,Person_131,1,1,2,0,2,0,0,4,0,2,3,4
Rater_5,Person_132,4,0,2,1,0,2,5,5,2,2,1,5
Rater_5,Person_133,0,0,0,0,0,0,2,2,0,1,0,3
Rater_5,Person_134,2,1,3,0,4,0,5,5,0,3,3,4
Rater_5,Person_135,0,4,3,2,2,2,3,4,1,3,2,3
Rater_5,Person_136,2,0,0,0,1,0,5,4,0,2,0,4
Rater_5,Person_137,2,1,1,2,2,2,5,3,0,3,5,5
Rater_5,Person_138,3,2,0,0,2,1,3,4,0,2,4,2
Rater_5,Person_139,4,5,5,5,4,5,5,5,5,5,5,5
Rater_5,Person_140,4,2,0,2,3,3,5,5,2,2,1,5
Rater_5,Person_141,2,0,3,2,5,3,5,5,0,5,2,5
Rater_5,Person_142,5,5,4,2,4,1,4,4,4,4,5,5
Rater_5,Person_143,3,4,2,1,2,5,5,4,1,5,1,5
Rater_5,Person_144,4,4,4,0,4,2,5,4,1,4,2,4
Rater_5,Person_145,1,0,1,0,0,1,0,0,0,0,0,0
Rater_5,Person_146,3,1,0,3,0,5,4,5,0,0,0,1
Rater_5,Person_147,5,5,5,4,5,5,5,5,5,5,5,5
Rater_5,Person_148,5,4,3,3,0,5,5,5,1,4,3,5
Rater_5,Person_149,5,5,4,5,4,4,5,5,5,5,4,4
Rater_5,Person_150,4,4,4,2,4,1,5,5,0,0,5,5
Rater_5,Person_151,5,5,5,5,4,5,5,5,4,5,5,5
Rater_5,Person_152,1,1,0,1,1,0,2,4,0,2,3,1
Rater_5,Person_153,0,0,0,1,0,0,2,4,0,0,0,2
Rater_5,Person_154,5,3,4,5,5,1,5,4,5,4,4,5
Rater_5,Person_155,4,5,3,3,2,4,4,5,4,5,5,5
Rater_5,Person_156,2,1,2,4,1,1,5,5,2,4,2,5
Rater_5,Person_157,2,2,3,1,5,4,5,3,0,5,4,3
Rater_5,Person_158,1,0,1,1,0,1,2,3,1,2,0,1
Rater_5,Person_159,4,5,4,2,4,5,5,5,5,5,5,5
Rater_5,Person_160,3,1,2,0,4,3,4,5,2,5,5,5
Rater_5,Person_161,4,3,2,3,1,3,4,5,3,5,3,5
Rater_5,Person_162,3,2,1,1,0,4,3,3,0,5,0,1
Rater_5,Person_163,4,5,5,5,5,5,5,5,4,5,5,5
Rater_5,Person_164,1,1,2,1,1,1,4,3,0,3,1,3
Rater_5,Person_165,1,3,1,0,0,0,5,5,2,2,3,4
Rater_5,Person_166,0,1,0,0,0,1,1,2,0,0,0,0
Rater_5,Person_167,1,0,1,2,0,0,1,2,1,1,0,1
Rater_5,Person_168,4,1,2,3,1,4,4,3,2,4,2,2
Rater_5,Person_169,1,1,1,1,0,2,1,5,1,0,0,0
Rater_5,Person_170,4,2,5,2,2,4,5,4,2,4,3,2
Rater_5,Person_171,3,0,0,2,0,0,2,3,0,1,2,2
Rater_5,Person_172,0,1,0,1,1,3,4,5,2,4,2,5
Rater_5,Person_173,2,0,0,4,1,3,3,5,1,5,0,3
Rater_5,Person_174,5,1,3,5,2,5,4,5,2,5,5,5
Rater_5,Person_175,0,3,3,0,1,1,4,3,0,1,1,5
Rater_5,Person_176,0,0,0,1,0,0,2,5,0,1,1,1
Rater_5,Person_177,1,0,0,0,1,0,5,5,1,3,0,0
Rater_5,Person_178,0,0,0,0,0,0,0,0,0,0,0,0
Rater_5,Person_179,0,0,0,0,1,0,0,0,0,0,0,0
Rater_5,Person_180,4,4,5,4,4,5,5,5,5,5,5,4
Rater_5,Person_181,5,5,5,5,4,5,5,5,5,5,4,5
Rater_5,Person_182,0,0,0,1,0,0,4,5,0,1,0,1
Rater_5,Person_183,1,3,4,2,2,0,5,5,0,2,2,5
Rater_5,Person_184,1,0,0,2,0,0,4,3,0,3,1,5
Rater_5,Person_185,5,5,3,4,4,4,5,4,5,5,1,4
Rater_5,Person_186,2,1,2,2,0,1,4,3,0,4,2,5
Rater_5,Person_187,2,2,0,1,0,3,1,5,0,4,1,4
Rater_5,Person_188,1,2,0,1,1,1,4,4,1,3,2,2
Rater_5,Person_189,0,0,0,0,0,0,0,1,0,2,1,1
Rater_5,Person_190,4,4,5,4,2,5,4,5,5,4,2,5
Rater_5,Person_191,1,0,0,2,0,0,1,2,0,2,0,0
Rater_5,Person_192,5,5,5,5,5,5,5,5,4,5,5,5
Rater_5,Person_193,5,5,4,5,5,5,5,5,5,5,5,5
Rater_5,Person_194,4,0,1,3,2,1,5,4,4,5,1,3
Rater_5,Person_195,0,0,0,0,0,0,0,0,0,0,0,0
Rater_5,Person_196,5,5,2,4,2,2,4,5,0,5,5,5
Rater_5,Person_197,3,2,5,4,5,4,3,5,3,5,4,5
Rater_5,Person_198,5,1,4,4,1,4,4,5,5,4,3,4
Rater_5,Person_199,4,0,1,2,0,0,2,5,1,2,1,3
Rater_5,Person_200,5,5,5,5,5,5,5,5,5,5,5,5
Rater_6,Person_1,1,0,0,1,2,1,0,2,0,1,1,1
Rater_6,Person_2,2,2,2,2,1,5,5,5,1,3,4,4
Rater_6,Person_3,5,5,2,5,5,5,5,5,3,5,4,4
Rater_6,Person_4,4,4,3,1,4,4,5,5,1,5,4,5
Rater_6,Person_5,2,4,1,3,4,5,5,5,3,4,3,4
Rater_6,Person_6,5,5,5,5,5,5,5,5,5,5,5,5
Rater_6,Person_7,1,2,0,1,1,1,2,3,0,0,1,3
Rater_6,Person_8,4,4,4,5,5,5,3,5,5,5,2,5
Rater_6,Person_9,2,1,0,1,0,1,1,1,0,1,1,0
Rater_6,Person_10,3,5,4,3,4,4,4,4,1,5,2,5
Rater_6,Person_11,3,1,2,1,3,0,3,2,1,2,2,3
Rater_6,Person_12,5,3,4,4,5,3,5,5,5,5,4,5
Rater_6,Person_13,3,1,0,2,1,2,3,3,1,2,1,3
Rater_6,Person_14,3,4,2,3,4,5,5,5,3,5,5,4
Rater_6,Person_15,1,2,1,1,1,1,1,2,0,1,2,1
Rater_6,Person_16,0,0,1,0,0,1,1,1,0,2,0,0
Rater_6,Person_17,3,3,1,4,4,1,5,5,1,5,2,5
Rater_6,Person_18,5,5,5,5,5,4,4,5,5,5,4,5
Rater_6,Person_19,4,4,5,5,4,4,4,5,4,5,4,5
Rater_6,Person_20,1,2,1,1,1,0,3,2,1,1,1,2
Rater_6,Person_21,3,4,4,4,5,1,4,5,3,2,4,5
Rater_6,Person_22,5,5,5,4,4,4,4,5,4,4,3,5
Rater_6,Person_23,5,4,5,3,5,4,5,5,3,4,3,5
Rater_6,Person_24,1,1,1,1,1,0,3,2,2,1,1,1
Rater_6,Person_25,4,4,4,5,5,4,5,5,5,4,4,5
Rater_6,Person_26,5,1,4,4,1,4,3,4,3,3,3,3
Rater_6,Person_27,2,1,2,1,3,3,3,5,1,2,2,4
Rater_6,Person_28,4,2,2,3,3,2,5,4,1,2,3,5
Rater_6,Person_29,3,2,1,2,2,0,4,4,3,1,3,2
Rater_6,Person_30,2,2,0,1,1,1,4,4,2,2,2,4
Rater_6,Person_31,5,4,5,5,4,4,5,5,5,4,4,5
Rater_6,Person_32,4,5,3,3,3,3,5,5,2,4,4,5
Rater_6,Person_33,4,1,1,2,1,3,2,3,1,4,1,2
Rater_6,Person_34,0,1,0,0,1,0,1,0,0,0,1,1
Rater_6,Person_35,1,4,0,2,0,1,3,4,1,3,1,2
Rater_6,Person_36,1,0,1,1,1,1,3,3,0,1,1,1
Rater_6,Person_37,0,0,0,1,0,1,2,2,1,2,2,2
Rater_6,Person_38,1,1,1,1,1,2,2,4,1,1,1,2
Rater_6,Person_39,5,5,4,4,3,5,4,5,3,5,5,5
Rater_6,Person_40,0,1,5,2,1,4,5,2,1,5,1,5
Rater_6,Person_41,0,1,1,0,0,1,2,4,1,1,0,1
Rater_6,Person_42,1,1,1,1,0,1,4,1,2,1,0,2
Rater_6,Person_43,3,1,0,3,1,2,4,5,0,2,1,3
Rater_6,Person_44,3,5,5,5,3,5,4,5,2,4,5,5
Rater_6,Person_45,2,0,0,0,1,0,1,1,1,1,1,2
Rater_6,Person_46,5,4,5,5,5,5,5,5,5,5,5,5
Rater_6,Person_47,1,1,1,1,1,1,5,1,1,2,1,5
Rater_6,Person_48,0,0,2,1,0,0,1,1,1,2,1,1
Rater_6,Person_49,4,4,4,3,5,3,4,5,3,5,4,4
Rater_6,Person_50,4,4,5,5,5,5,4,5,4,3,4,5
Rater_6,Person_51,3,4,3,3,2,2,4,4,2,3,2,4
Rater_6,Person_52,5,3,3,4,4,5,5,5,3,5,5,5
Rater_6,Person_53,4,1,2,1,2,4,2,4,2,3,1,4
Rater_6,Person_54,4,0,3,5,3,3,5,4,2,5,3,4
Rater_6,Person_55,5,5,4,5,5,5,5,5,5,5,5,5
Rater_6,Person_56,4,5,3,4,4,5,5,5,3,5,4,5
Rater_6,Person_57,3,1,1,1,1,1,2,4,0,1,0,2
Rater_6,Person_58,5,4,5,5,5,5,5,5,5,5,5,5
Rater_6,Person_59,3,1,0,1,1,1,2,2,1,2,2,1
Rater_6,Person_60,5,5,4,4,4,4,5,5,4,1,3,5
Rater_6,Person_61,4,4,3,4,4,3,5,5,2,2,2,5
Rater_6,Person_62,4,2,5,4,2,1,4,4,3,3,3,2
Rater_6,Person_63,3,2,2,5,1,5,5,4,4,4,5,4
Rater_6,Person_64,3,4,2,2,1,4,4,4,3,5,1,4
Rater_6,Person_65,4,4,5,4,5,4,5,5,4,5,5,5
Rater_6,Person_66,1,0,1,2,1,1,4,5,0,2,1,4
Rater_6,Person_67,1,1,0,3,0,1,1,3,0,1,1,4
Rater_6,Person_68,4,4,4,4,3,5,4,5,2,5,5,5
Rater_6,Person_69,4,5,4,5,5,5,5,5,4,5,5,5
Rater_6,Person_70,3,2,2,3,2,3,4,5,2,3,4,5
Rater_6,Person_71,5,4,5,5,5,4,5,5,5,5,3,5
Rater_6,Person_72,1,1,4,2,1,2,4,3,3,2,0,4
Rater_6,Person_73,5,5,4,5,5,4,5,5,3,5,5,5
Rater_6,Person_74,4,4,5,5,4,5,4,5,3,5,4,4
Rater_6,Person_75,3,4,5,5,2,4,4,5,3,5,4,5
Rater_6,Person_76,4,5,2,4,4,4,5,5,1,5,4,4
Rater_6,Person_77,3,0,1,3,1,1,2,4,0,1,0,4
Rater_6,Person_78,2,2,5,3,2,3,4,3,1,5,1,4
Rater_6,Person_79,1,1,0,0,1,1,2,2,0,1,1,2
Rater_6,Person_80,1,1,1,1,0,0,3,2,0,0,1,1
Rater_6,Person_81,4,4,4,4,4,3,5,5,3,5,4,5
Rater_6,Person_82,2,3,1,3,2,3,5,5,1,4,3,5
Rater_6,Person_83,4,3,4,5,4,5,4,5,3,5,5,4
Rater_6,Person_84,4,3,3,4,2,4,5,4,1,5,1,5
Rater_6,Person_85,1,3,1,1,1,2,5,3,0,2,1,4
Rater_6,Person_86,5,5,5,5,5,5,5,5,5,5,5,5
Rater_6,Person_87,5,5,4,5,4,5,5,5,5,5,4,5
Rater_6,Person_88,5,5,3,4,3,3,5,4,1,4,2,4
Rater_6,Person_89,4,2,4,2,3,3,5,5,2,4,4,4
Rater_6,Person_90,5,5,5,5,5,5,5,5,5,5,5,5
Rater_6,Person_91,4,1,1,1,3,3,5,4,0,1,2,5
Rater_6,Person_92,5,5,5,5,4,5,4,5,4,5,5,5
Rater_6,Person_93,3,5,4,5,3,5,5,5,5,4,5,4
Rater_6,Person_94,1,1,1,1,1,1,4,2,1,1,1,1
Rater_6,Person_95,4,4,4,3,5,5,5,5,2,5,4,5
Rater_6,Person_96,5,5,5,4,5,5,5,5,4,4,4,5
Rater_6,Person_97,3,1,3,5,4,4,5,5,4,4,4,5
Rater_6,Person_98,4,4,5,2,5,5,5,5,1,5,2,5
Rater_6,Person_99,5,4,4,5,5,5,4,5,5,4,5,5
Rater_6,Person_100,2,1,2,0,1,2,5,4,0,3,1,5
Rater_6,Person_101,5,5,5,5,5,5,5,5,5,4,5,5
Rater_6,Person_102,2,3,1,2,4,4,5,5,1,4,2,4
Rater_6,Person_103,5,1,5,5,4,4,5,4,5,4,4,5
Rater_6,Person_104,0,0,0,1,1,2,1,1,0,0,1,1
Rater_6,Person_105,4,5,5,3,4,4,4,5,5,5,3,5
Rater_6,Person_106,5,3,3,4,4,5,5,5,4,3,4,4
Rater_6,Person_107,2,4,0,3,1,1,3,4,0,2,0,3
Rater_6,Person_108,3,3,4,4,4,4,5,5,4,3,4,5
Rater_6,Person_109,5,3,1,4,4,4,5,5,1,5,3,4
Rater_6,Person_110,5,5,4,5,4,5,5,5,3,5,5,4
Rater_6,Person_111,5,5,4,5,4,4,5,5,4,4,3,4
Rater_6,Person_112,1,2,3,1,1,1,3,4,0,4,1,4
Rater_6,Person_113,1,2,3,2,4,2,5,4,1,4,1,2
Rater_6,Person_114,1,0,1,1,1,0,1,1,0,0,0,1
Rater_6,Person_115,4,4,4,4,2,4,5,4,3,3,1,5
Rater_6,Person_116,2,2,1,3,1,1,5,5,3,1,2,5
Rater_6,Person_117,5,4,5,1,5,5,5,5,5,5,4,5
Rater_6,Person_118,5,5,5,4,5,5,5,4,5,5,4,5
Rater_6,Person_119,4,3,5,4,4,4,5,5,3,5,5,5
Rater_6,Person_120,1,0,0,0,0,1,1,1,1,0,0,0
Rater_6,Person_121,5,3,3,5,5,4,4,5,2,5,3,5
Rater_6,Person_122,2,1,0,0,1,1,1,2,1,0,1,2
Rater_6,Person_123,4,2,4,4,5,4,5,5,1,4,4,5
Rater_6,Person_124,4,3,4,3,1,5,4,5,1,4,3,4
Rater_6,Person_125,2,0,1,0,2,1,2,4,1,2,3,4
Rater_6,Person_126,1,1,1,1,1,0,1,1,0,1,1,2
Rater_6,Person_127,5,4,2,4,4,4,5,5,2,5,4,5
Rater_6,Person_128,4,4,5,5,5,5,5,5,4,5,4,5
Rater_6,Person_129,3,2,1,2,3,0,4,5,3,3,4,5
Rater_6,Person_130,5,2,2,3,2,5,5,5,2,5,4,4
Rater_6,Person_131,1,1,2,1,1,0,3,4,1,4,1,2
Rater_6,Person_132,2,2,3,2,1,2,5,4,1,4,3,4
Rater_6,Person_133,0,0,1,0,1,1,1,1,0,0,1,2
Rater_6,Person_134,3,4,5,4,1,4,3,5,3,3,2,5
Rater_6,Person_135,4,3,3,5,0,3,5,4,2,4,4,5
Rater_6,Person_136,2,2,2,2,2,2,4,4,2,5,4,2
Rater_6,Person_137,1,4,2,3,1,5,4,4,2,5,2,4
Rater_6,Person_138,1,2,2,0,4,1,4,5,2,2,1,1
Rater_6,Person_139,5,4,5,4,5,5,5,5,4,5,4,5
Rater_6,Person_140,4,2,1,1,4,4,5,4,1,2,2,4
Rater_6,Person_141,4,3,3,2,5,5,5,4,3,5,4,4
Rater_6,Person_142,5,5,3,4,2,4,4,5,3,4,5,4
Rater_6,Person_143,4,2,2,3,3,5,4,5,2,5,3,4
Rater_6,Person_144,4,5,1,4,4,4,5,5,3,2,3,5
Rater_6,Person_145,1,0,0,1,1,0,0,2,0,0,2,2
Rater_6,Person_146,3,1,2,1,1,1,2,4,0,3,3,2
Rater_6,Person_147,5,5,5,5,5,5,5,5,5,5,5,5
Rater_6,Person_148,4,4,2,3,1,4,4,5,1,4,3,5
Rater_6,Person_149,5,4,4,5,2,2,5,5,4,4,4,4
Rater_6,Person_150,5,4,5,3,4,5,5,5,1,5,2,4
Rater_6,Person_151,5,5,5,4,5,4,5,5,5,4,5,5
Rater_6,Person_152,2,2,1,4,1,2,1,4,2,1,1,2
Rater_6,Person_153,1,3,3,0,1,1,5,5,0,1,1,3
Rater_6,Person_154,4,3,3,4,4,5,5,5,3,4,3,5
Rater_6,Person_155,4,5,1,4,5,5,5,5,4,4,4,5
Rater_6,Person_156,5,3,2,3,2,4,5,5,1,4,5,4
Rater_6,Person_157,3,3,2,2,4,2,4,5,4,4,4,5
Rater_6,Person_158,2,1,2,1,1,1,2,5,0,1,1,2
Rater_6,Person_159,4,5,5,4,5,3,5,4,4,5,5,5
Rater_6,Person_160,3,1,3,1,4,2,5,4,1,2,2,2
Rater_6,Person_161,5,3,2,4,2,4,4,5,4,5,4,5
Rater_6,Person_162,3,1,3,0,1,1,4,4,0,1,1,4
Rater_6,Person_163,4,4,5,5,5,5,5,5,5,5,4,5
Rater_6,Person_164,4,2,1,4,2,2,5,2,0,1,2,3
Rater_6,Person_165,2,1,2,4,5,3,5,5,2,3,4,4
Rater_6,Person_166,2,0,0,2,1,1,2,1,2,1,1,1
Rater_6,Person_167,2,0,1,0,0,2,3,3,1,1,1,1
Rater_6,Person_168,3,2,1,4,2,2,3,5,1,3,1,4
Rater_6,Person_169,1,1,1,1,2,0,2,3,2,3,0,1
Rater_6,Person_170,4,4,1,3,1,5,5,5,1,1,3,2
Rater_6,Person_171,0,3,1,1,1,1,4,1,1,0,0,3
Rater_6,Person_172,2,2,2,4,2,3,5,4,3,4,3,5
Rater_6,Person_173,4,3,2,1,1,3,5,5,1,4,3,2
Rater_6,Person_174,5,5,5,3,4,5,5,5,5,4,5,5
Rater_6,Person_175,1,2,2,1,2,2,3,4,2,5,1,5
Rater_6,Person_176,1,1,0,1,1,3,1,2,1,1,1,1
Rater_6,Person_177,1,1,0,1,1,1,3,3,1,3,0,4
Rater_6,Person_178,0,0,1,0,0,1,1,1,0,1,1,1
Rater_6,Person_179,1,0,1,1,0,0,1,1,1,1,0,0
Rater_6,Person_180,5,4,5,4,4,5,5,5,5,5,4,4
Rater_6,Person_181,5,4,5,5,5,5,5,5,5,5,5,5
Rater_6,Person_182,1,3,1,1,2,1,3,4,1,3,2,4
Rater_6,Person_183,2,0,5,2,2,2,4,4,1,3,1,5
Rater_6,Person_184,1,2,1,1,1,1,4,5,1,3,0,5
Rater_6,Person_185,3,4,5,3,3,5,5,5,4,4,5,5
Rater_6,Person_186,2,5,1,1,2,2,4,4,1,4,4,3
Rater_6,Person_187,3,2,4,2,1,3,4,5,1,1,2,4
Rater_6,Person_188,5,3,1,1,1,3,5,4,4,3,2,4
Rater_6,Person_189,0,0,0,0,0,1,1,2,0,1,1,1
Rater_6,Person_190,4,5,4,5,2,4,5,5,5,5,4,4
Rater_6,Person_191,1,0,0,1,0,1,1,3,0,2,1,2
Rater_6,Person_192,5,5,5,5,5,5,5,5,5,5,5,5
