,,Item_1,Item_2,Item_3,Item_4
Rater_3,Person_80,2.0,2.0,1.0,2.0
Rater_3,Person_81,3.0,3.0,3.0,4.0
Rater_3,Person_82,5.0,,5.0,3.0
Rater_3,Person_83,2.0,2.0,3.0,1.0
Rater_3,Person_84,4.0,,1.0,2.0
Rater_3,Person_85,5.0,5.0,3.0,2.0
Rater_3,Person_86,3.0,3.0,,2.0
Rater_3,Person_87,3.0,1.0,2.0,1.0
Rater_3,Person_88,4.0,3.0,4.0,4.0
Rater_3,Person_89,3.0,4.0,1.0,2.0
Rater_3,Person_90,2.0,4.0,3.0,2.0
Rater_3,Person_91,3.0,2.0,2.0,0.0
Rater_3,Person_92,,5.0,4.0,3.0
Rater_3,Person_93,4.0,2.0,2.0,
Rater_3,Person_94,4.0,4.0,3.0,3.0
Rater_3,Person_95,4.0,5.0,3.0,
Rater_3,Person_96,3.0,3.0,,2.0
Rater_3,Person_97,2.0,1.0,2.0,2.0
Rater_3,Person_98,3.0,3.0,3.0,2.0
Rater_3,Person_99,2.0,1.0,2.0,1.0
Rater_3,Person_100,,4.0,4.0,3.0
Rater_3,Person_101,3.0,3.0,5.0,3.0
Rater_3,Person_102,3.0,3.0,1.0,2.0
Rater_3,Person_103,2.0,3.0,2.0,
Rater_3,Person_104,4.0,5.0,4.0,2.0
Rater_3,Person_105,3.0,,,2.0
Rater_3,Person_106,3.0,3.0,1.0,2.0
Rater_3,Person_107,3.0,3.0,3.0,3.0
Rater_3,Person_108,5.0,5.0,,2.0
Rater_3,Person_109,3.0,4.0,3.0,2.0
Rater_3,Person_110,4.0,5.0,4.0,4.0
Rater_3,Person_111,5.0,5.0,3.0,2.0
Rater_3,Person_112,3.0,,2.0,
Rater_3,Person_113,,4.0,1.0,0.0
Rater_3,Person_114,2.0,2.0,2.0,2.0
Rater_3,Person_115,5.0,4.0,5.0,3.0
Rater_3,Person_116,4.0,4.0,,1.0
Rater_3,Person_117,3.0,3.0,2.0,1.0
Rater_3,Person_118,0.0,2.0,0.0,2.0
Rater_3,Person_119,2.0,3.0,2.0,
Rater_3,Person_120,3.0,4.0,2.0,1.0
Rater_3,Person_121,3.0,,2.0,2.0
Rater_3,Person_122,3.0,4.0,3.0,
Rater_3,Person_123,4.0,4.0,3.0,2.0
Rater_3,Person_124,2.0,4.0,3.0,3.0
Rater_3,Person_125,3.0,3.0,2.0,1.0
Rater_3,Person_126,5.0,,2.0,2.0
Rater_3,Person_127,5.0,4.0,4.0,
Rater_3,Person_128,,2.0,1.0,1.0
Rater_3,Person_129,2.0,3.0,3.0,2.0
Rater_3,Person_130,,4.0,3.0,3.0
Rater_3,Person_131,4.0,3.0,,1.0
Rater_3,Person_132,4.0,4.0,4.0,3.0
Rater_3,Person_133,5.0,4.0,3.0,
Rater_3,Person_134,2.0,2.0,1.0,2.0
Rater_3,Person_135,3.0,2.0,4.0,3.0
Rater_3,Person_136,5.0,5.0,1.0,2.0
Rater_3,Person_137,4.0,3.0,1.0,2.0
Rater_3,Person_138,3.0,3.0,4.0,2.0
Rater_3,Person_139,5.0,,2.0,1.0
Rater_3,Person_140,3.0,,4.0,2.0
Rater_3,Person_141,2.0,4.0,3.0,2.0
Rater_3,Person_142,5.0,3.0,3.0,4.0
Rater_3,Person_143,3.0,3.0,3.0,1.0
Rater_3,Person_144,5.0,5.0,3.0,4.0
Rater_3,Person_145,2.0,4.0,2.0,
Rater_3,Person_146,4.0,4.0,3.0,2.0
Rater_3,Person_147,4.0,3.0,3.0,2.0
Rater_3,Person_148,2.0,1.0,,1.0
Rater_3,Person_149,4.0,5.0,5.0,2.0
Rater_3,Person_150,4.0,5.0,,3.0
Rater_3,Person_151,4.0,2.0,1.0,2.0
Rater_3,Person_152,4.0,5.0,3.0,4.0
Rater_3,Person_153,4.0,1.0,1.0,2.0
Rater_3,Person_154,4.0,4.0,4.0,4.0
Rater_3,Person_155,3.0,2.0,2.0,1.0
Rater_3,Person_156,5.0,2.0,3.0,2.0
Rater_3,Person_157,5.0,4.0,3.0,
Rater_3,Person_158,5.0,4.0,4.0,3.0
Rater_3,Person_159,5.0,5.0,3.0,
Rater_3,Person_160,3.0,2.0,3.0,2.0
Rater_3,Person_161,3.0,4.0,1.0,2.0
Rater_3,Person_162,3.0,0.0,1.0,2.0
Rater_3,Person_163,3.0,2.0,1.0,0.0
Rater_3,Person_164,3.0,3.0,2.0,0.0
Rater_3,Person_165,3.0,4.0,3.0,3.0
Rater_3,Person_166,3.0,1.0,2.0,3.0
Rater_3,Person_167,4.0,4.0,3.0,
Rater_3,Person_168,4.0,5.0,5.0,4.0
Rater_3,Person_169,5.0,3.0,2.0,3.0
Rater_3,Person_170,4.0,3.0,,1.0
Rater_3,Person_171,1.0,3.0,1.0,1.0
Rater_3,Person_172,1.0,3.0,3.0,2.0
Rater_3,Person_173,2.0,2.0,2.0,2.0
Rater_3,Person_174,,1.0,2.0,1.0
Rater_3,Person_175,3.0,3.0,2.0,1.0
Rater_3,Person_176,1.0,2.0,2.0,2.0
Rater_3,Person_177,5.0,4.0,4.0,3.0
Rater_3,Person_178,5.0,4.0,2.0,3.0
Rater_3,Person_179,3.0,2.0,2.0,3.0
Rater_3,Person_180,2.0,2.0,,2.0
Rater_3,Person_181,4.0,4.0,,3.0
Rater_3,Person_182,5.0,3.0,2.0,3.0
Rater_3,Person_183,3.0,3.0,2.0,
Rater_3,Person_184,4.0,4.0,2.0,2.0
Rater_3,Person_185,4.0,5.0,4.0,2.0
Rater_3,Person_186,3.0,3.0,,2.0
Rater_3,Person_187,3.0,3.0,1.0,1.0
Rater_3,Person_188,3.0,4.0,3.0,2.0
Rater_3,Person_189,3.0,2.0,0.0,1.0
Rater_3,Person_190,3.0,1.0,4.0,1.0
Rater_3,Person_191,4.0,4.0,2.0,3.0
Rater_3,Person_192,4.0,4.0,2.0,2.0
Rater_3,Person_193,3.0,1.0,,1.0
Rater_3,Person_194,5.0,2.0,4.0,2.0
Rater_3,Person_195,3.0,4.0,3.0,2.0
Rater_3,Person_196,4.0,1.0,2.0,2.0
Rater_3,Person_197,1.0,1.0,2.0,1.0
Rater_3,Person_198,,1.0,1.0,3.0
Rater_3,Person_199,3.0,1.0,2.0,2.0
Rater_3,Person_200,4.0,3.0,2.0,1.0
Rater_3,Person_201,3.0,3.0,3.0,
Rater_3,Person_202,3.0,3.0,3.0,2.0
Rater_3,Person_203,4.0,3.0,3.0,2.0
Rater_3,Person_204,3.0,1.0,2.0,
Rater_3,Person_205,5.0,4.0,4.0,3.0
Rater_3,Person_206,3.0,4.0,2.0,2.0
Rater_3,Person_207,4.0,3.0,4.0,3.0
Rater_3,Person_208,2.0,1.0,2.0,
Rater_3,Person_209,4.0,3.0,4.0,
Rater_3,Person_210,3.0,4.0,2.0,2.0
Rater_3,Person_211,4.0,4.0,4.0,4.0
Rater_3,Person_212,3.0,3.0,3.0,
Rater_3,Person_213,5.0,3.0,4.0,2.0
Rater_3,Person_214,1.0,3.0,2.0,0.0
Rater_3,Person_215,3.0,2.0,3.0,2.0
Rater_3,Person_216,3.0,1.0,2.0,1.0
Rater_3,Person_217,4.0,5.0,,
Rater_3,Person_218,4.0,4.0,4.0,4.0
Rater_3,Person_219,4.0,4.0,3.0,3.0
Rater_3,Person_220,4.0,2.0,2.0,2.0
Rater_3,Person_221,4.0,3.0,3.0,3.0
Rater_3,Person_222,3.0,3.0,4.0,3.0
Rater_3,Person_223,4.0,,3.0,3.0
Rater_3,Person_224,4.0,4.0,3.0,3.0
Rater_3,Person_225,4.0,3.0,,1.0
Rater_3,Person_226,3.0,3.0,3.0,1.0
Rater_3,Person_227,3.0,,2.0,
Rater_3,Person_228,2.0,3.0,3.0,1.0
Rater_3,Person_229,3.0,1.0,3.0,1.0
Rater_3,Person_230,4.0,3.0,2.0,
Rater_3,Person_231,4.0,5.0,4.0,2.0
Rater_3,Person_232,3.0,3.0,2.0,1.0
Rater_3,Person_233,3.0,4.0,2.0,2.0
Rater_3,Person_234,2.0,3.0,2.0,3.0
Rater_3,Person_235,5.0,4.0,3.0,4.0
Rater_3,Person_236,4.0,5.0,4.0,2.0
Rater_3,Person_237,4.0,3.0,3.0,2.0
Rater_3,Person_238,2.0,1.0,2.0,0.0
Rater_3,Person_239,5.0,2.0,4.0,4.0
Rater_3,Person_240,2.0,3.0,2.0,1.0
Rater_3,Person_241,5.0,4.0,3.0,3.0
Rater_3,Person_242,3.0,4.0,2.0,2.0
Rater_3,Person_243,4.0,2.0,1.0,2.0
Rater_3,Person_244,4.0,3.0,3.0,3.0
Rater_3,Person_245,3.0,3.0,1.0,0.0
Rater_3,Person_246,3.0,4.0,4.0,4.0
Rater_3,Person_247,5.0,5.0,4.0,4.0
Rater_3,Person_248,1.0,3.0,3.0,0.0
Rater_3,Person_249,3.0,4.0,3.0,3.0
Rater_3,Person_250,5.0,4.0,4.0,3.0
Rater_3,Person_251,5.0,,3.0,4.0
Rater_3,Person_252,5.0,4.0,3.0,3.0
Rater_3,Person_253,4.0,4.0,4.0,3.0
Rater_3,Person_254,5.0,4.0,5.0,4.0
Rater_3,Person_255,5.0,4.0,4.0,4.0
Rater_3,Person_256,2.0,2.0,1.0,2.0
Rater_3,Person_257,4.0,4.0,,4.0
Rater_3,Person_258,2.0,4.0,3.0,0.0
Rater_3,Person_259,4.0,3.0,2.0,3.0
Rater_3,Person_260,2.0,3.0,1.0,1.0
Rater_3,Person_261,5.0,5.0,4.0,3.0
Rater_3,Person_262,4.0,0.0,3.0,1.0
Rater_3,Person_263,5.0,3.0,5.0,4.0
Rater_3,Person_264,2.0,3.0,1.0,2.0
Rater_3,Person_265,2.0,2.0,1.0,
Rater_3,Person_266,5.0,4.0,4.0,4.0
Rater_3,Person_267,1.0,2.0,1.0,1.0
Rater_3,Person_268,4.0,4.0,4.0,3.0
Rater_3,Person_269,2.0,2.0,0.0,2.0
Rater_3,Person_270,,4.0,3.0,2.0
Rater_3,Person_271,3.0,2.0,2.0,2.0
Rater_3,Person_272,3.0,4.0,3.0,3.0
Rater_3,Person_273,3.0,4.0,3.0,2.0
Rater_3,Person_274,4.0,3.0,,2.0
Rater_3,Person_275,,2.0,1.0,1.0
Rater_3,Person_276,2.0,,3.0,1.0
Rater_3,Person_277,2.0,2.0,3.0,2.0
Rater_3,Person_278,4.0,3.0,4.0,3.0
Rater_3,Person_279,2.0,1.0,3.0,1.0
Rater_3,Person_280,2.0,2.0,3.0,1.0
Rater_3,Person_281,4.0,4.0,3.0,
Rater_3,Person_282,4.0,5.0,4.0,4.0
Rater_3,Person_283,,2.0,4.0,4.0
Rater_3,Person_284,3.0,2.0,1.0,1.0
Rater_3,Person_285,4.0,3.0,2.0,0.0
Rater_3,Person_286,4.0,4.0,4.0,
Rater_3,Person_287,4.0,2.0,2.0,
Rater_3,Person_288,2.0,3.0,2.0,3.0
Rater_3,Person_289,4.0,4.0,5.0,
Rater_3,Person_290,5.0,4.0,4.0,4.0
Rater_3,Person_291,3.0,3.0,4.0,3.0
Rater_3,Person_292,3.0,2.0,,1.0
Rater_3,Person_293,4.0,4.0,,2.0
Rater_3,Person_294,2.0,4.0,3.0,3.0
Rater_3,Person_295,5.0,5.0,3.0,3.0
Rater_3,Person_296,3.0,,4.0,1.0
Rater_3,Person_297,,3.0,5.0,3.0
Rater_3,Person_298,2.0,2.0,2.0,1.0
Rater_3,Person_299,5.0,3.0,2.0,1.0
Rater_3,Person_300,,5.0,3.0,
Rater_3,Person_301,3.0,2.0,2.0,1.0
Rater_3,Person_302,5.0,5.0,4.0,1.0
Rater_3,Person_303,5.0,5.0,4.0,4.0
Rater_3,Person_304,1.0,,2.0,
Rater_3,Person_305,2.0,3.0,2.0,2.0
Rater_3,Person_306,5.0,4.0,,5.0
Rater_3,Person_307,,4.0,5.0,5.0
Rater_3,Person_308,5.0,4.0,,2.0
Rater_3,Person_309,,4.0,3.0,3.0
Rater_3,Person_310,3.0,3.0,2.0,1.0
Rater_3,Person_311,4.0,,3.0,3.0
Rater_3,Person_312,3.0,2.0,2.0,2.0
Rater_3,Person_313,5.0,3.0,3.0,4.0
Rater_3,Person_314,3.0,1.0,1.0,
Rater_3,Person_315,4.0,4.0,4.0,4.0
Rater_3,Person_316,2.0,2.0,2.0,0.0
Rater_3,Person_317,,5.0,4.0,2.0
Rater_3,Person_318,,4.0,2.0,2.0
Rater_3,Person_319,3.0,2.0,,2.0
Rater_3,Person_320,4.0,3.0,4.0,3.0
Rater_3,Person_321,,3.0,0.0,
Rater_3,Person_322,3.0,3.0,1.0,1.0
Rater_3,Person_323,4.0,3.0,3.0,2.0
Rater_3,Person_324,2.0,2.0,2.0,2.0
Rater_3,Person_325,2.0,4.0,3.0,4.0
Rater_3,Person_326,3.0,3.0,2.0,3.0
Rater_3,Person_327,5.0,3.0,0.0,3.0
Rater_3,Person_328,,3.0,2.0,2.0
Rater_3,Person_329,5.0,4.0,4.0,4.0
Rater_3,Person_330,5.0,,3.0,3.0
Rater_3,Person_331,4.0,3.0,2.0,3.0
Rater_3,Person_332,3.0,3.0,1.0,
Rater_3,Person_333,2.0,2.0,1.0,1.0
Rater_3,Person_334,5.0,5.0,4.0,
Rater_3,Person_335,3.0,2.0,1.0,2.0
Rater_3,Person_336,5.0,5.0,3.0,3.0
Rater_3,Person_337,4.0,4.0,2.0,
Rater_3,Person_338,4.0,4.0,,2.0
Rater_3,Person_339,,3.0,2.0,1.0
Rater_3,Person_340,2.0,2.0,2.0,0.0
Rater_3,Person_341,4.0,5.0,4.0,2.0
Rater_3,Person_342,4.0,3.0,4.0,3.0
Rater_3,Person_343,2.0,3.0,3.0,0.0
Rater_3,Person_344,4.0,2.0,,
Rater_3,Person_345,4.0,3.0,3.0,2.0
Rater_3,Person_346,4.0,2.0,2.0,2.0
Rater_3,Person_347,5.0,4.0,5.0,4.0
Rater_3,Person_348,4.0,3.0,3.0,3.0
Rater_3,Person_349,1.0,2.0,1.0,1.0
Rater_3,Person_350,4.0,4.0,3.0,4.0
Rater_3,Person_351,3.0,3.0,3.0,3.0
Rater_3,Person_352,2.0,1.0,2.0,2.0
Rater_3,Person_353,4.0,3.0,3.0,
Rater_3,Person_354,4.0,4.0,2.0,2.0
Rater_3,Person_355,5.0,2.0,4.0,3.0
Rater_3,Person_356,4.0,3.0,2.0,4.0
Rater_3,Person_357,,4.0,3.0,3.0
Rater_3,Person_358,,4.0,4.0,
Rater_3,Person_359,4.0,4.0,4.0,5.0
Rater_3,Person_360,1.0,2.0,0.0,2.0
Rater_3,Person_361,3.0,1.0,1.0,
Rater_3,Person_362,2.0,,2.0,2.0
Rater_3,Person_363,3.0,3.0,4.0,2.0
Rater_3,Person_364,4.0,,2.0,
Rater_3,Person_365,4.0,,3.0,
Rater_3,Person_366,3.0,4.0,3.0,1.0
Rater_3,Person_367,4.0,2.0,1.0,2.0
Rater_3,Person_368,5.0,5.0,4.0,5.0
Rater_3,Person_369,,,,
Rater_3,Person_370,4.0,3.0,3.0,0.0
Rater_3,Person_371,5.0,5.0,4.0,4.0
Rater_3,Person_372,2.0,2.0,1.0,3.0
Rater_3,Person_373,4.0,3.0,3.0,
Rater_3,Person_374,,3.0,1.0,2.0
Rater_3,Person_375,,5.0,5.0,4.0
Rater_3,Person_376,5.0,4.0,5.0,3.0
Rater_3,Person_377,1.0,2.0,2.0,
Rater_3,Person_378,2.0,2.0,3.0,1.0
Rater_3,Person_379,4.0,4.0,5.0,2.0
Rater_3,Person_380,3.0,3.0,3.0,1.0
Rater_3,Person_381,5.0,,4.0,
Rater_3,Person_382,4.0,2.0,,3.0
Rater_3,Person_383,3.0,3.0,3.0,
Rater_3,Person_384,,4.0,2.0,2.0
Rater_3,Person_385,4.0,2.0,2.0,4.0
Rater_3,Person_386,3.0,,3.0,2.0
Rater_3,Person_387,3.0,3.0,1.0,2.0
Rater_3,Person_388,4.0,4.0,4.0,4.0
Rater_3,Person_389,5.0,5.0,3.0,2.0
Rater_3,Person_390,4.0,4.0,3.0,3.0
Rater_3,Person_391,2.0,3.0,4.0,3.0
Rater_3,Person_392,2.0,3.0,2.0,3.0
Rater_3,Person_393,3.0,1.0,2.0,3.0
Rater_3,Person_394,3.0,1.0,2.0,
Rater_3,Person_395,1.0,2.0,1.0,1.0
Rater_3,Person_396,2.0,3.0,2.0,1.0
Rater_3,Person_397,2.0,1.0,2.0,2.0
Rater_3,Person_398,5.0,4.0,4.0,3.0
Rater_3,Person_399,4.0,5.0,4.0,3.0
Rater_3,Person_400,1.0,2.0,1.0,
Rater_3,Person_401,2.0,3.0,1.0,0.0
Rater_3,Person_402,3.0,3.0,4.0,2.0
Rater_3,Person_403,,,,3.0
Rater_3,Person_404,4.0,2.0,2.0,3.0
Rater_3,Person_405,5.0,3.0,3.0,4.0
Rater_3,Person_406,4.0,4.0,3.0,3.0
Rater_3,Person_407,5.0,2.0,1.0,1.0
Rater_3,Person_408,5.0,4.0,3.0,3.0
Rater_3,Person_409,4.0,5.0,4.0,3.0
Rater_3,Person_410,5.0,4.0,5.0,3.0
Rater_3,Person_411,4.0,,2.0,2.0
Rater_3,Person_412,3.0,3.0,2.0,3.0
Rater_3,Person_413,5.0,5.0,3.0,4.0
Rater_3,Person_414,2.0,3.0,2.0,2.0
Rater_3,Person_415,2.0,2.0,4.0,2.0
Rater_3,Person_416,4.0,5.0,3.0,4.0
Rater_3,Person_417,3.0,2.0,2.0,0.0
Rater_3,Person_418,2.0,1.0,1.0,0.0
Rater_3,Person_419,4.0,3.0,,1.0
Rater_3,Person_420,4.0,3.0,2.0,2.0
Rater_3,Person_421,3.0,3.0,3.0,2.0
Rater_3,Person_422,3.0,4.0,3.0,2.0
Rater_3,Person_423,3.0,2.0,2.0,3.0
Rater_3,Person_424,2.0,1.0,1.0,1.0
Rater_3,Person_425,4.0,2.0,2.0,3.0
Rater_3,Person_426,4.0,5.0,5.0,3.0
Rater_3,Person_427,5.0,5.0,3.0,
Rater_3,Person_428,5.0,3.0,2.0,
Rater_3,Person_429,,4.0,5.0,4.0
Rater_3,Person_430,4.0,2.0,5.0,4.0
Rater_3,Person_431,,3.0,2.0,0.0
Rater_3,Person_432,,,1.0,1.0
Rater_3,Person_433,2.0,3.0,3.0,1.0
Rater_3,Person_434,3.0,2.0,3.0,1.0
Rater_3,Person_435,3.0,2.0,1.0,2.0
Rater_3,Person_436,2.0,2.0,1.0,1.0
Rater_3,Person_437,3.0,4.0,3.0,1.0
Rater_3,Person_438,3.0,3.0,5.0,3.0
Rater_3,Person_439,4.0,4.0,5.0,3.0
Rater_3,Person_440,4.0,3.0,3.0,3.0
Rater_3,Person_441,3.0,1.0,,0.0
Rater_3,Person_442,4.0,,4.0,3.0
Rater_3,Person_443,,2.0,1.0,1.0
Rater_3,Person_444,3.0,2.0,3.0,
Rater_3,Person_445,,3.0,3.0,4.0
Rater_3,Person_446,,0.0,2.0,0.0
Rater_3,Person_447,5.0,,3.0,3.0
Rater_3,Person_448,2.0,2.0,1.0,1.0
Rater_3,Person_449,5.0,4.0,2.0,2.0
Rater_3,Person_450,4.0,3.0,3.0,3.0
Rater_3,Person_451,3.0,2.0,1.0,1.0
Rater_3,Person_452,3.0,2.0,2.0,1.0
Rater_3,Person_453,5.0,4.0,4.0,5.0
Rater_3,Person_454,2.0,2.0,2.0,1.0
Rater_3,Person_455,3.0,3.0,,2.0
Rater_3,Person_456,2.0,1.0,1.0,2.0
Rater_3,Person_457,4.0,4.0,3.0,3.0
Rater_3,Person_458,5.0,,3.0,4.0
Rater_3,Person_459,3.0,2.0,2.0,2.0
Rater_3,Person_460,2.0,2.0,2.0,
Rater_3,Person_461,4.0,4.0,4.0,3.0
Rater_3,Person_462,2.0,1.0,0.0,2.0
Rater_3,Person_463,5.0,,1.0,2.0
Rater_3,Person_464,5.0,4.0,5.0,2.0
Rater_3,Person_465,3.0,2.0,2.0,2.0
Rater_3,Person_466,3.0,4.0,2.0,1.0
Rater_3,Person_467,4.0,4.0,3.0,3.0
Rater_3,Person_468,4.0,3.0,,2.0
Rater_3,Person_469,5.0,,4.0,2.0
Rater_3,Person_470,4.0,,,3.0
Rater_3,Person_471,3.0,3.0,1.0,0.0
Rater_3,Person_472,2.0,3.0,2.0,2.0
Rater_3,Person_473,2.0,,0.0,1.0
Rater_3,Person_474,3.0,2.0,,1.0
Rater_3,Person_475,5.0,3.0,4.0,4.0
Rater_3,Person_476,2.0,4.0,3.0,1.0
Rater_3,Person_477,4.0,3.0,3.0,3.0
Rater_3,Person_478,4.0,4.0,1.0,3.0
Rater_3,Person_479,2.0,3.0,2.0,1.0
Rater_3,Person_480,4.0,4.0,3.0,4.0
Rater_3,Person_481,5.0,5.0,3.0,4.0
Rater_3,Person_482,3.0,3.0,1.0,1.0
Rater_3,Person_483,1.0,3.0,0.0,2.0
Rater_3,Person_484,3.0,3.0,2.0,1.0
Rater_3,Person_485,4.0,3.0,2.0,1.0
Rater_3,Person_486,3.0,3.0,3.0,2.0
Rater_3,Person_487,5.0,4.0,5.0,3.0
Rater_3,Person_488,5.0,4.0,4.0,3.0
Rater_3,Person_489,,4.0,2.0,1.0
Rater_3,Person_490,2.0,3.0,1.0,1.0
Rater_3,Person_491,5.0,5.0,3.0,3.0
Rater_3,Person_492,3.0,4.0,2.0,3.0
Rater_3,Person_493,2.0,1.0,2.0,3.0
Rater_3,Person_494,4.0,2.0,2.0,4.0
Rater_3,Person_495,,2.0,2.0,1.0
Rater_3,Person_496,4.0,4.0,3.0,4.0
Rater_3,Person_497,4.0,4.0,5.0,4.0
Rater_3,Person_498,3.0,4.0,4.0,2.0
Rater_3,Person_499,1.0,1.0,2.0,1.0
Rater_3,Person_500,,4.0,3.0,3.0
Rater_4,Person_1,4.0,3.0,1.0,
Rater_4,Person_2,5.0,4.0,2.0,0.0
Rater_4,Person_3,2.0,0.0,0.0,0.0
Rater_4,Person_4,,3.0,3.0,2.0
Rater_4,Person_5,5.0,2.0,1.0,0.0
Rater_4,Person_6,2.0,2.0,2.0,0.0
Rater_4,Person_7,3.0,1.0,2.0,1.0
Rater_4,Person_8,2.0,2.0,1.0,0.0
Rater_4,Person_9,3.0,3.0,0.0,0.0
Rater_4,Person_10,2.0,2.0,1.0,0.0
Rater_4,Person_11,,5.0,1.0,0.0
Rater_4,Person_12,4.0,3.0,1.0,1.0
Rater_4,Person_13,4.0,2.0,,
Rater_4,Person_14,3.0,3.0,3.0,1.0
Rater_4,Person_15,,2.0,0.0,0.0
Rater_4,Person_16,4.0,4.0,3.0,
Rater_4,Person_17,4.0,1.0,1.0,0.0
Rater_4,Person_18,3.0,2.0,0.0,1.0
Rater_4,Person_19,5.0,3.0,0.0,0.0
Rater_4,Person_20,4.0,4.0,3.0,0.0
Rater_4,Person_21,4.0,3.0,0.0,1.0
Rater_4,Person_22,5.0,3.0,2.0,1.0
Rater_4,Person_23,4.0,1.0,2.0,1.0
Rater_4,Person_24,5.0,3.0,0.0,1.0
Rater_4,Person_25,,2.0,1.0,1.0
Rater_4,Person_26,5.0,5.0,2.0,0.0
Rater_4,Person_27,2.0,0.0,0.0,0.0
Rater_4,Person_28,3.0,1.0,1.0,0.0
Rater_4,Person_29,3.0,0.0,,0.0
Rater_4,Person_30,5.0,5.0,1.0,4.0
Rater_4,Person_31,,2.0,,0.0
Rater_4,Person_32,5.0,2.0,,2.0
Rater_4,Person_33,3.0,3.0,1.0,0.0
Rater_4,Person_34,3.0,3.0,1.0,1.0
Rater_4,Person_35,3.0,4.0,3.0,
Rater_4,Person_36,,2.0,1.0,0.0
Rater_4,Person_37,3.0,1.0,,
Rater_4,Person_38,2.0,1.0,0.0,0.0
Rater_4,Person_39,,4.0,2.0,2.0
Rater_4,Person_40,5.0,5.0,4.0,0.0
Rater_4,Person_41,2.0,1.0,0.0,0.0
Rater_4,Person_42,4.0,3.0,2.0,1.0
Rater_4,Person_43,5.0,2.0,0.0,0.0
Rater_4,Person_44,3.0,1.0,0.0,0.0
Rater_4,Person_45,,1.0,0.0,0.0
Rater_4,Person_46,5.0,2.0,0.0,
Rater_4,Person_47,,,0.0,0.0
Rater_4,Person_48,4.0,2.0,0.0,1.0
Rater_4,Person_49,3.0,1.0,,0.0
Rater_4,Person_50,,2.0,0.0,0.0
Rater_4,Person_51,4.0,3.0,1.0,1.0
Rater_4,Person_52,3.0,0.0,0.0,0.0
Rater_4,Person_53,5.0,2.0,,0.0
Rater_4,Person_54,,4.0,3.0,2.0
Rater_4,Person_55,4.0,,,0.0
Rater_4,Person_56,4.0,4.0,1.0,1.0
Rater_4,Person_57,4.0,4.0,2.0,
Rater_4,Person_58,,1.0,0.0,0.0
Rater_4,Person_59,2.0,3.0,1.0,1.0
Rater_4,Person_60,2.0,0.0,0.0,0.0
Rater_4,Person_61,3.0,,2.0,0.0
Rater_4,Person_62,5.0,4.0,,0.0
Rater_4,Person_63,,2.0,0.0,1.0
Rater_4,Person_64,3.0,2.0,0.0,0.0
Rater_4,Person_65,4.0,4.0,2.0,1.0
Rater_4,Person_66,2.0,2.0,,0.0
Rater_4,Person_67,2.0,0.0,1.0,0.0
Rater_4,Person_68,5.0,5.0,2.0,1.0
Rater_4,Person_69,3.0,4.0,2.0,0.0
Rater_4,Person_70,5.0,2.0,,1.0
Rater_4,Person_71,4.0,5.0,3.0,2.0
Rater_4,Person_72,1.0,1.0,0.0,0.0
Rater_4,Person_73,5.0,2.0,1.0,0.0
Rater_4,Person_74,2.0,0.0,,0.0
Rater_4,Person_75,4.0,4.0,3.0,0.0
Rater_4,Person_76,4.0,2.0,1.0,1.0
Rater_4,Person_77,4.0,4.0,1.0,0.0
Rater_4,Person_78,2.0,0.0,,0.0
Rater_4,Person_79,2.0,3.0,0.0,0.0
Rater_4,Person_80,3.0,1.0,0.0,0.0
Rater_4,Person_81,5.0,3.0,0.0,1.0
Rater_4,Person_82,5.0,,1.0,1.0
Rater_4,Person_83,3.0,2.0,1.0,0.0
Rater_4,Person_84,2.0,,0.0,0.0
Rater_4,Person_85,4.0,3.0,2.0,0.0
Rater_4,Person_86,1.0,0.0,,0.0
Rater_4,Person_87,4.0,1.0,0.0,0.0
Rater_4,Person_88,4.0,2.0,1.0,0.0
Rater_4,Person_89,3.0,2.0,1.0,0.0
Rater_4,Person_90,4.0,1.0,1.0,0.0
Rater_4,Person_91,3.0,1.0,0.0,0.0
Rater_4,Person_92,,4.0,2.0,1.0
Rater_4,Person_93,3.0,1.0,0.0,
Rater_4,Person_94,2.0,2.0,2.0,1.0
Rater_4,Person_95,5.0,2.0,3.0,
Rater_4,Person_96,3.0,1.0,,0.0
Rater_4,Person_97,3.0,0.0,1.0,0.0
Rater_4,Person_98,2.0,3.0,2.0,0.0
Rater_4,Person_99,2.0,1.0,0.0,0.0
Rater_4,Person_100,,5.0,2.0,0.0
Rater_4,Person_101,5.0,4.0,4.0,0.0
Rater_4,Person_102,4.0,2.0,0.0,1.0
Rater_4,Person_103,2.0,2.0,2.0,
Rater_4,Person_104,5.0,2.0,2.0,1.0
Rater_4,Person_105,3.0,,,0.0
Rater_4,Person_106,2.0,1.0,0.0,0.0
Rater_4,Person_107,5.0,4.0,2.0,0.0
Rater_4,Person_108,5.0,4.0,,1.0
Rater_4,Person_109,5.0,1.0,1.0,0.0
Rater_4,Person_110,5.0,4.0,1.0,1.0
Rater_4,Person_111,5.0,3.0,2.0,0.0
Rater_4,Person_112,3.0,,0.0,
Rater_4,Person_113,,1.0,1.0,0.0
Rater_4,Person_114,2.0,2.0,0.0,0.0
Rater_4,Person_115,5.0,3.0,2.0,1.0
Rater_4,Person_116,5.0,2.0,,1.0
Rater_4,Person_117,2.0,0.0,1.0,0.0
Rater_4,Person_118,1.0,0.0,0.0,0.0
Rater_4,Person_119,0.0,1.0,1.0,
