,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50
Person_188,,0.0,,0.0,1.0,0.0,1.0,0.0,,1.0,,,,,0.0,,,0.0,1.0,0.0,0.0,,,0.0,0.0,,,,1.0,,0.0,1.0,0.0,,1.0,,,,0.0,,,,0.0,0.0,1.0,0.0,,1.0,0.0,
Person_189,1.0,,,,,1.0,,,,,1.0,1.0,,0.0,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,0.0,0.0,1.0,1.0,
Person_190,0.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,0.0,,0.0,1.0,0.0,1.0,1.0,,,,1.0,0.0,1.0,,,,1.0,,0.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,
Person_191,1.0,,0.0,0.0,,0.0,1.0,,1.0,,0.0,1.0,1.0,0.0,,0.0,,0.0,,,0.0,,,,0.0,,0.0,0.0,1.0,,1.0,,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,0.0,,,,0.0,0.0
Person_192,1.0,0.0,0.0,0.0,,,,,0.0,,,,1.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,1.0,,,0.0,1.0,0.0
Person_193,,0.0,,0.0,1.0,0.0,,0.0,,1.0,1.0,1.0,,1.0,,0.0,,0.0,1.0,1.0,1.0,,,,,,1.0,0.0,,0.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,0.0,,,0.0,0.0
Person_194,0.0,1.0,,0.0,,,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,,,,,,0.0,1.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,
Person_195,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,0.0,0.0,1.0,,,,1.0,,0.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,0.0,1.0
Person_196,,,,,1.0,0.0,1.0,,0.0,1.0,,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,,,1.0,,,,0.0,0.0,,0.0,,,,,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,
Person_197,0.0,1.0,1.0,0.0,,,,,1.0,1.0,,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,,,0.0,1.0,1.0,1.0,,,1.0,,,,0.0,0.0,,0.0,
Person_198,0.0,1.0,1.0,0.0,,1.0,1.0,,1.0,1.0,,0.0,1.0,0.0,,1.0,0.0,,1.0,,1.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,0.0,,1.0,1.0,0.0,1.0,1.0,,,1.0,,0.0,1.0
Person_199,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,,0.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Person_200,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,1.0,,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,1.0,0.0,,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,,1.0,,,,,0.0,0.0
Person_201,,1.0,,0.0,1.0,0.0,1.0,,0.0,,1.0,,0.0,0.0,0.0,,0.0,,1.0,,,0.0,,0.0,,,0.0,1.0,,0.0,,,0.0,1.0,,0.0,,,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
Person_202,,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,0.0,0.0,0.0,1.0,1.0,,,1.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,,
Person_203,1.0,1.0,,0.0,,1.0,,0.0,,,,,,0.0,1.0,,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,,,1.0,0.0,1.0,0.0,,,1.0,,1.0,,,,,,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,
Person_204,1.0,1.0,,,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,,0.0,,,1.0,1.0,,0.0,,,,,,,,,,0.0,1.0,1.0,,1.0,,,1.0,1.0,
Person_205,,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,1.0,,0.0,,,0.0,
Person_206,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,,0.0,
Person_207,1.0,,1.0,0.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,0.0,,,1.0,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Person_208,,,0.0,,1.0,,,1.0,1.0,1.0,,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,0.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,
Person_209,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,0.0,1.0,0.0,,,0.0,0.0,1.0,1.0,1.0,,0.0,,0.0,,0.0,,,1.0,,1.0,0.0,,0.0,1.0,0.0,,,,1.0,,1.0,,0.0,1.0,0.0,0.0,1.0,,
Person_210,,1.0,1.0,,,0.0,1.0,1.0,,0.0,,1.0,,1.0,1.0,0.0,,,1.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,,,0.0,,,,1.0,0.0,,0.0,0.0,,,1.0,,1.0,,0.0,,,0.0,1.0
Person_211,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
Person_212,,,0.0,0.0,,0.0,1.0,,0.0,,0.0,,,0.0,1.0,,,,,1.0,,0.0,1.0,,1.0,,,0.0,,,,0.0,,,,0.0,1.0,0.0,0.0,,,1.0,,1.0,1.0,0.0,,1.0,0.0,
Person_213,1.0,0.0,,0.0,0.0,,1.0,,0.0,0.0,1.0,,,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,,0.0
Person_214,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Person_215,,,0.0,1.0,1.0,0.0,,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,,,1.0,1.0,,1.0,0.0,,0.0,,1.0,0.0,,1.0,1.0,1.0,,0.0,,0.0,0.0
Person_216,1.0,1.0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,,0.0,,,,0.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,
Person_217,0.0,,,,,1.0,0.0,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,0.0,,,0.0,,1.0,,,,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,0.0,,,0.0,,0.0,
Person_218,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,1.0,,0.0,,1.0,0.0,,,,0.0,0.0,
Person_219,,1.0,,1.0,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,,1.0,,,1.0,0.0,1.0,0.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,0.0
Person_220,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,,0.0,0.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,
Person_221,,1.0,1.0,,,0.0,1.0,,,1.0,,,,1.0,0.0,0.0,,,,,0.0,,,0.0,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0
Person_222,1.0,,0.0,1.0,1.0,,,,0.0,0.0,1.0,1.0,0.0,,,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,,,1.0,1.0,
Person_223,1.0,,0.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,0.0,,0.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,0.0,,1.0,1.0,,1.0,,,1.0,,1.0
Person_224,,,,0.0,1.0,0.0,,,,,0.0,1.0,1.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,0.0,,1.0,,,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,,0.0,1.0,1.0,,,1.0,,,,0.0,0.0,0.0
Person_225,0.0,1.0,0.0,1.0,,,1.0,,1.0,1.0,,,1.0,,0.0,,,,1.0,1.0,0.0,0.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,0.0,
Person_226,0.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,,1.0,1.0,,,,1.0,1.0,,1.0,,
Person_227,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,,1.0,0.0,1.0,1.0,,1.0,0.0,,0.0,1.0,,0.0,1.0,1.0,1.0,1.0
Person_228,,1.0,1.0,0.0,1.0,,,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,1.0,,0.0,0.0,1.0,1.0,,0.0,0.0,,1.0
Person_229,0.0,0.0,1.0,1.0,,,,0.0,,0.0,1.0,,,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Person_230,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0,,1.0,,,0.0,1.0,,1.0,0.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,0.0,,1.0,,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,,1.0,1.0,1.0
Person_231,,1.0,1.0,,1.0,,,0.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,0.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0
Person_232,,,0.0,,0.0,,,1.0,,1.0,,1.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,,,,0.0,,1.0,1.0,,0.0,0.0,1.0,,1.0,,,,,0.0,1.0,0.0,1.0
Person_233,0.0,1.0,0.0,,1.0,0.0,,,1.0,1.0,1.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,,,0.0,,0.0,,1.0,1.0,1.0,0.0,,,1.0,,1.0
Person_234,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0
Person_235,0.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.0,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.0,,,0.0,1.0,,1.0,1.0,0.0,1.0,,,1.0,1.0,,,1.0,,,0.0
Person_236,0.0,1.0,,0.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,0.0,1.0,1.0,,0.0,1.0,0.0,1.0,,,0.0,,,,,1.0,,0.0,,,,1.0,,1.0,0.0,1.0,,,1.0,,1.0,1.0,,1.0
Person_237,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,1.0,0.0,,,,0.0,,1.0,1.0,,0.0,,,0.0,0.0,1.0,1.0,,,1.0,0.0,1.0,0.0,,1.0,,0.0,0.0,1.0,1.0,,,0.0,,,1.0,0.0,1.0,0.0,0.0
Person_238,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Person_239,,0.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,0.0,1.0,,0.0,1.0,,1.0,1.0,,1.0,1.0,,0.0,,1.0,,1.0,,1.0,,1.0,0.0,0.0
Person_240,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,1.0,0.0,,,0.0,0.0,0.0,,,0.0,1.0,0.0,,,0.0,0.0,,,1.0,0.0,1.0,,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0
Person_241,0.0,0.0,0.0,,,0.0,,,,,1.0,,,0.0,0.0,,0.0,,,1.0,0.0,1.0,,,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,1.0,,1.0,1.0,,0.0,,0.0,0.0,,1.0,0.0,,,0.0,
Person_242,,,,0.0,,1.0,,,,0.0,,,,,,,0.0,0.0,1.0,1.0,,,,0.0,0.0,,1.0,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,,0.0,1.0,,0.0
Person_243,1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,1.0,0.0,,,,0.0,,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,,1.0,1.0,,0.0,0.0,1.0,0.0,
Person_244,,,0.0,1.0,,1.0,,1.0,,,1.0,,,,0.0,,,1.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,,1.0,,1.0,,,1.0,1.0,1.0
Person_245,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
Person_246,,,,0.0,,,,,,,1.0,1.0,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,0.0,,0.0,1.0,1.0,1.0,1.0,,,0.0,1.0,0.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,0.0,0.0
Person_247,1.0,1.0,1.0,,,,,,,,0.0,1.0,1.0,1.0,0.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,0.0,,,
Person_248,,0.0,0.0,0.0,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0
Person_249,,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,1.0,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,1.0,,0.0,,,1.0,0.0,,0.0,
Person_250,1.0,,,0.0,,1.0,,1.0,,1.0,,1.0,,0.0,1.0,1.0,,0.0,1.0,1.0,,0.0,1.0,,1.0,0.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
Person_251,1.0,,0.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,,1.0,,,1.0,1.0,,1.0,,1.0,0.0,,1.0,0.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0
Person_252,1.0,0.0,0.0,,1.0,,1.0,1.0,,,0.0,,,,0.0,,,0.0,1.0,1.0,1.0,,1.0,,0.0,,,1.0,,,0.0,1.0,1.0,,1.0,,0.0,0.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,
Person_253,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Person_254,,,0.0,0.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
Person_255,,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,1.0,,0.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,
Person_256,,1.0,1.0,,1.0,0.0,1.0,,,1.0,1.0,1.0,,0.0,,0.0,0.0,,,,0.0,,,,1.0,1.0,0.0,1.0,1.0,,0.0,,0.0,1.0,,,1.0,,,,,1.0,1.0,,,0.0,,,0.0,
Person_257,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,0.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,0.0,,1.0,1.0,,1.0,1.0,,,1.0,0.0,1.0,
Person_258,1.0,,,,,,,0.0,1.0,,1.0,,1.0,0.0,1.0,,,1.0,,,,,1.0,,1.0,,1.0,0.0,,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,
Person_259,1.0,,,,1.0,0.0,0.0,,,1.0,,,,0.0,,,,,1.0,,,0.0,1.0,,1.0,,0.0,,,1.0,0.0,1.0,,,,,,,,1.0,0.0,1.0,1.0,0.0,,,,,,0.0
Person_260,,,0.0,,1.0,,1.0,,,,0.0,0.0,,0.0,0.0,1.0,,0.0,,1.0,0.0,,,0.0,,0.0,0.0,,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0
Person_261,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,,1.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,1.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,1.0,,0.0,,,0.0,
Person_262,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,,0.0,,,0.0,
Person_263,,0.0,,,,,0.0,0.0,0.0,0.0,,1.0,1.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,1.0,0.0,,0.0,,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,
Person_264,1.0,1.0,,,,0.0,,0.0,,1.0,1.0,1.0,,0.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,0.0,1.0,,,1.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
Person_265,,1.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,0.0,1.0,1.0,1.0,,,,,,,,,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,,0.0,1.0
Person_266,,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,0.0,1.0
Person_267,,,0.0,,,0.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,0.0,,1.0,1.0,,,,,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,
Person_268,0.0,,,0.0,,1.0,0.0,1.0,,1.0,,,1.0,0.0,0.0,0.0,,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,0.0,1.0,,,0.0,1.0,1.0,,1.0,0.0,,0.0,,1.0,0.0,0.0,
Person_269,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,,0.0,1.0,,,0.0,1.0,1.0,1.0,,,1.0,1.0,0.0,,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0
Person_270,1.0,,,0.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0
Person_271,,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,,1.0,1.0,0.0,,0.0,1.0,,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,,,,,,0.0,
Person_272,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,0.0,,1.0,1.0,,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,,,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,,,,,1.0
Person_273,1.0,,1.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,1.0
Person_274,,0.0,1.0,0.0,0.0,,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,,,1.0,0.0,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,,1.0,
Person_275,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,0.0,,1.0,,0.0,,
Person_276,,1.0,,1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,
Person_277,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,
Person_278,,1.0,,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,1.0,,0.0,,,1.0,1.0,0.0,,,1.0,1.0,,0.0,1.0,,
Person_279,,,0.0,1.0,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,,,,1.0,1.0,,1.0,,0.0,0.0,,0.0,1.0,,1.0,1.0,0.0,0.0,,0.0,1.0,,1.0,,,1.0,,1.0,1.0,0.0,,1.0,1.0,0.0
Person_280,,,0.0,,,1.0,,1.0,,0.0,1.0,1.0,1.0,,,1.0,,,1.0,,,0.0,,,,1.0,0.0,,1.0,0.0,,,,1.0,1.0,,,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0
Person_281,,1.0,1.0,1.0,1.0,0.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,0.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,,1.0,0.0,,0.0,,1.0,,,1.0
