,Estimate,CSEM,RSEM,Score,Max score,p,Infit MS,Infit Z,Outfit MS,Outfit Z
Person_658,1.229,0.454,0.441,22,29,0.759,0.947,-0.185,0.896,-0.182
Person_659,1.62,0.51,0.489,22,27,0.815,0.92,-0.205,0.85,-0.188
Person_660,-0.822,0.368,0.391,13,39,0.333,1.128,0.82,1.253,1.17
Person_661,3.191,0.842,0.71,26,27,0.963,0.711,-0.228,0.567,-0.094
Person_662,0.56,0.382,0.401,23,35,0.657,1.102,0.694,1.196,0.922
Person_663,1.029,0.371,0.41,29,40,0.725,1.224,1.362,1.466,1.691
Person_664,0.211,0.431,0.414,14,26,0.538,0.922,-0.431,0.88,-0.563
Person_665,1.544,0.476,0.472,22,28,0.786,0.979,-0.006,0.877,-0.182
Person_666,1.858,0.497,0.481,26,31,0.839,0.936,-0.126,0.713,-0.516
Person_667,-1.557,0.446,0.422,7,35,0.2,0.896,-0.371,0.842,-0.295
Person_668,1.992,0.449,0.473,35,41,0.854,1.113,0.484,1.66,1.37
Person_669,0.158,0.388,0.401,15,31,0.484,1.072,0.563,1.088,0.584
Person_670,1.258,0.388,0.358,28,38,0.737,0.851,-0.853,0.71,-1.006
Person_671,-0.232,0.376,0.358,16,34,0.471,0.908,-0.619,0.889,-0.628
Person_672,0.082,0.391,0.404,15,30,0.5,1.066,0.543,1.08,0.554
Person_673,-1.362,0.471,0.419,7,28,0.25,0.79,-0.926,0.665,-0.883
Person_674,-0.667,0.427,0.484,10,29,0.345,1.289,1.45,1.255,1.063
Person_675,-1.478,0.454,0.459,7,31,0.226,1.021,0.166,0.932,-0.082
Person_676,-1.291,0.498,0.558,6,25,0.24,1.256,1.049,1.282,0.807
Person_677,1.206,0.415,0.365,23,32,0.719,0.777,-1.311,0.744,-0.848
Person_678,0.421,0.399,0.351,18,31,0.581,0.776,-1.532,0.744,-1.325
Person_679,0.856,0.417,0.418,20,30,0.667,1.006,0.09,0.976,-0.005
Person_680,-2.224,0.536,0.537,4,36,0.111,1.006,0.136,0.989,0.172
Person_681,2.105,0.539,0.479,28,32,0.875,0.789,-0.537,0.494,-0.888
Person_682,-1.137,0.442,0.424,8,29,0.276,0.918,-0.341,0.889,-0.29
Person_683,1.532,0.48,0.452,25,31,0.806,0.886,-0.383,0.656,-0.709
Person_684,-0.052,0.395,0.382,14,30,0.467,0.936,-0.418,0.921,-0.443
Person_685,1.192,0.41,0.408,24,33,0.727,0.99,0.003,0.97,-0.009
Person_686,-2.395,0.533,0.578,4,37,0.108,1.174,0.58,1.459,0.874
Person_687,0.272,0.46,0.427,13,23,0.565,0.863,-0.76,0.807,-0.873
Person_688,0.06,0.4,0.434,16,30,0.533,1.178,1.172,1.225,1.215
Person_689,-1.761,0.468,0.517,6,31,0.194,1.218,0.876,1.622,1.524
Person_690,-0.819,0.399,0.382,11,32,0.344,0.916,-0.472,1.014,0.134
Person_691,-0.755,0.412,0.428,10,32,0.312,1.078,0.476,1.228,0.919
Person_692,1.193,0.465,0.432,19,26,0.731,0.865,-0.614,0.749,-0.729
Person_693,0.331,0.409,0.41,15,28,0.536,1.005,0.085,0.988,-0.005
Person_694,3.244,0.827,0.699,32,33,0.97,0.714,-0.205,0.998,0.334
Person_695,0.698,0.415,0.438,22,32,0.688,1.111,0.634,1.149,0.62
Person_696,-1.504,0.48,0.478,6,31,0.194,0.99,0.049,1.381,0.969
Person_697,0.32,0.395,0.414,17,31,0.548,1.094,0.672,1.223,1.158
Person_698,-1.398,0.463,0.477,7,28,0.25,1.059,0.338,1.425,1.167
Person_699,3.234,0.836,0.658,29,30,0.967,0.62,-0.389,0.3,-0.558
Person_700,0.901,0.428,0.419,21,30,0.7,0.96,-0.152,0.819,-0.595
Person_701,-2.484,0.6,0.571,3,29,0.103,0.906,-0.096,0.741,-0.228
Person_702,2.198,0.605,0.572,23,26,0.885,0.895,-0.134,1.376,0.728
Person_703,0.415,0.424,0.432,15,26,0.577,1.036,0.293,1.045,0.304
Person_704,-0.167,0.39,0.351,15,32,0.469,0.812,-1.251,0.794,-1.204
Person_705,0.914,0.425,0.447,22,31,0.71,1.11,0.629,0.985,0.048
Person_706,1.741,0.508,0.513,25,30,0.833,1.021,0.167,0.882,-0.068
Person_707,-0.814,0.446,0.463,8,27,0.296,1.076,0.437,1.072,0.355
Person_708,1.328,0.455,0.43,23,30,0.767,0.892,-0.433,0.677,-0.875
Person_709,1.686,0.506,0.511,23,28,0.821,1.019,0.162,0.84,-0.225
Person_710,0.364,0.366,0.349,19,35,0.543,0.91,-0.708,0.858,-0.871
Person_711,-1.201,0.445,0.405,8,31,0.258,0.828,-0.774,0.797,-0.521
Person_712,0.285,0.401,0.429,16,29,0.552,1.144,1.052,1.138,0.818
Person_713,-1.207,0.439,0.452,8,31,0.258,1.058,0.34,1.191,0.672
Person_714,0.307,0.411,0.331,18,30,0.6,0.645,-2.298,0.594,-2.166
Person_715,-0.206,0.388,0.371,14,32,0.438,0.917,-0.527,0.903,-0.528
Person_716,1.386,0.423,0.381,25,33,0.758,0.813,-0.919,0.722,-0.885
Person_717,-1.505,0.457,0.405,7,33,0.212,0.786,-0.902,0.626,-0.939
Person_718,2.257,0.607,0.604,24,27,0.889,0.991,0.112,1.166,0.459
Person_719,-0.218,0.414,0.465,12,28,0.429,1.261,1.592,1.401,1.999
Person_720,0.614,0.429,0.415,18,28,0.643,0.939,-0.315,0.947,-0.127
Person_721,-0.311,0.372,0.405,15,36,0.417,1.189,1.216,1.273,1.45
Person_722,2.809,0.68,0.597,31,33,0.939,0.771,-0.289,0.442,-0.586
Person_723,0.775,0.452,0.461,15,24,0.625,1.037,0.272,1.054,0.308
Person_724,2.082,0.536,0.56,28,32,0.875,1.092,0.374,1.294,0.655
Person_725,1.125,0.432,0.425,24,32,0.75,0.966,-0.097,0.881,-0.267
Person_726,-0.546,0.402,0.351,12,31,0.387,0.765,-1.503,0.708,-1.541
Person_727,-0.601,0.393,0.35,12,33,0.364,0.797,-1.284,0.771,-1.141
Person_728,0.711,0.418,0.394,19,29,0.655,0.888,-0.677,0.781,-0.872
Person_729,-0.036,0.412,0.373,13,27,0.481,0.819,-1.353,0.827,-1.092
Person_730,-1.671,0.482,0.474,6,29,0.207,0.968,-0.047,0.725,-0.584
Person_731,-2.649,0.698,0.711,2,27,0.074,1.038,0.243,2.621,1.627
Person_732,0.02,0.414,0.402,14,28,0.5,0.943,-0.318,0.95,-0.213
Person_733,-0.673,0.447,0.444,9,25,0.36,0.983,-0.037,1.105,0.502
Person_734,0.185,0.414,0.38,15,28,0.536,0.841,-1.043,0.798,-1.076
Person_735,-0.567,0.414,0.419,11,30,0.367,1.027,0.21,1.017,0.149
Person_736,-0.757,0.416,0.426,10,29,0.345,1.047,0.338,1.115,0.564
Person_737,2.453,0.597,0.589,28,31,0.903,0.974,0.076,0.882,0.066
Person_738,-2.467,0.6,0.607,3,31,0.097,1.023,0.193,1.332,0.666
Person_739,0.935,0.447,0.433,20,28,0.714,0.937,-0.258,0.79,-0.632
Person_740,0.177,0.391,0.39,15,31,0.484,0.998,0.031,0.987,-0.017
Person_741,-0.0,0.385,0.393,16,33,0.485,1.045,0.338,1.031,0.234
Person_742,1.476,0.523,0.546,19,24,0.792,1.09,0.421,0.922,-0.014
Person_743,-3.342,,,0,20,0.0,,,,
Person_744,0.637,0.389,0.35,21,33,0.636,0.812,-1.316,0.715,-1.414
Person_745,-1.949,0.497,0.446,5,32,0.156,0.806,-0.596,0.548,-1.007
Person_746,-0.505,0.408,0.343,13,29,0.448,0.709,-2.014,0.738,-1.529
Person_747,-1.977,0.551,0.519,4,29,0.138,0.887,-0.228,0.791,-0.225
Person_748,-0.244,0.381,0.363,15,33,0.455,0.911,-0.592,0.888,-0.64
Person_749,0.803,0.415,0.368,20,30,0.667,0.788,-1.31,0.67,-1.476
Person_750,0.243,0.397,0.349,17,31,0.548,0.774,-1.568,0.734,-1.446
Person_751,0.853,0.41,0.384,22,32,0.688,0.874,-0.707,0.786,-0.773
Person_752,-2.027,0.625,0.613,3,23,0.13,0.964,0.035,0.67,-0.36
Person_753,-3.138,0.851,0.661,1,29,0.034,0.602,-0.441,0.232,-0.666
Person_754,-1.311,0.439,0.396,8,32,0.25,0.814,-0.885,0.682,-0.899
Person_755,-0.865,0.445,0.393,8,28,0.286,0.78,-1.103,0.651,-1.313
Person_756,-0.287,0.398,0.355,12,31,0.387,0.794,-1.338,0.796,-1.101
Person_757,2.157,0.485,0.526,33,38,0.868,1.175,0.635,2.109,1.802
Person_758,-0.964,0.425,0.453,9,32,0.281,1.138,0.734,1.115,0.476
Person_759,-1.147,0.496,0.469,6,24,0.25,0.895,-0.373,0.794,-0.524
Person_760,-0.513,0.413,0.406,11,28,0.393,0.965,-0.187,0.92,-0.372
Person_761,0.298,0.382,0.385,19,33,0.576,1.014,0.147,1.041,0.283
Person_762,-0.829,0.406,0.408,11,31,0.355,1.009,0.111,0.964,-0.081
Person_763,1.707,0.471,0.469,25,31,0.806,0.993,0.053,0.861,-0.181
Person_764,2.098,0.596,0.556,25,28,0.893,0.869,-0.195,0.594,-0.542
Person_765,1.35,0.494,0.498,20,26,0.769,1.016,0.147,0.883,-0.143
Person_766,0.115,0.402,0.376,15,29,0.517,0.875,-0.888,0.84,-0.93
Person_767,-1.194,0.442,0.454,7,32,0.219,1.053,0.305,0.93,-0.115
Person_768,1.062,0.423,0.44,21,30,0.7,1.081,0.514,0.996,0.082
Person_769,-0.69,0.415,0.424,10,29,0.345,1.049,0.346,1.065,0.369
Person_770,-1.82,0.506,0.504,5,31,0.161,0.993,0.073,0.994,0.15
Person_771,0.656,0.383,0.353,21,34,0.618,0.848,-1.046,0.766,-1.147
Person_772,-1.235,0.474,0.397,7,25,0.28,0.701,-1.509,0.57,-1.471
Person_773,-0.525,0.407,0.448,12,31,0.387,1.212,1.194,1.303,1.358
Person_774,0.274,0.409,0.44,15,28,0.536,1.156,1.073,1.145,0.862
Person_775,-0.903,0.41,0.4,10,32,0.312,0.951,-0.224,1.002,0.095
Person_776,-1.636,0.449,0.437,7,33,0.212,0.947,-0.154,0.948,-0.008
Person_777,-2.454,0.593,0.537,3,31,0.097,0.82,-0.311,0.498,-0.829
Person_778,-2.047,0.535,0.505,4,33,0.121,0.892,-0.2,0.611,-0.657
Person_779,-0.643,0.429,0.423,10,28,0.357,0.971,-0.102,0.986,0.02
Person_780,-0.7,0.394,0.406,12,32,0.375,1.063,0.447,0.992,0.025
Person_781,-1.428,0.466,0.518,6,33,0.182,1.236,0.903,1.858,1.923
Person_782,-1.305,0.431,0.421,8,32,0.25,0.955,-0.155,1.27,0.873
Person_783,2.417,0.592,0.565,30,33,0.909,0.91,-0.077,0.661,-0.327
Person_784,0.986,0.424,0.441,23,32,0.719,1.082,0.477,1.353,1.159
Person_785,-2.193,0.614,0.558,3,27,0.111,0.828,-0.321,0.471,-0.757
Person_786,-0.9,0.423,0.446,10,29,0.345,1.113,0.681,1.087,0.426
Person_787,-0.812,0.398,0.42,11,33,0.333,1.113,0.701,1.172,0.781
Person_788,-0.812,0.42,0.383,10,30,0.333,0.831,-0.918,0.88,-0.424
Person_789,2.059,0.608,0.545,23,26,0.885,0.806,-0.376,0.508,-0.743
Person_790,-0.02,0.364,0.4,17,36,0.472,1.211,1.488,1.284,1.71
Person_791,-0.003,0.39,0.439,16,31,0.516,1.268,1.783,1.301,1.708
Person_792,0.479,0.397,0.41,19,31,0.613,1.063,0.471,1.118,0.616
Person_793,1.562,0.443,0.416,26,33,0.788,0.883,-0.465,0.677,-0.836
Person_794,-2.191,0.612,0.641,3,25,0.12,1.096,0.367,1.123,0.399
Person_795,-0.199,0.403,0.385,14,30,0.467,0.913,-0.505,0.889,-0.57
Person_796,0.168,0.375,0.35,19,34,0.559,0.872,-0.918,0.9,-0.555
Person_797,1.488,0.417,0.388,28,36,0.778,0.865,-0.621,0.742,-0.69
Person_798,1.176,0.459,0.428,22,29,0.759,0.873,-0.538,1.012,0.156
Person_799,1.04,0.414,0.421,25,34,0.735,1.034,0.236,1.054,0.276
Person_800,0.549,0.369,0.333,22,36,0.611,0.817,-1.36,0.793,-1.15
Person_801,-2.378,0.615,0.612,3,24,0.125,0.99,0.102,1.215,0.522
Person_802,-0.436,0.457,0.38,10,24,0.417,0.691,-1.804,0.642,-1.687
Person_803,-0.168,0.403,0.401,13,29,0.448,0.991,-0.009,0.949,-0.254
Person_804,-2.672,0.688,0.659,2,31,0.065,0.916,0.009,1.578,0.87
Person_805,-0.965,0.393,0.41,11,35,0.314,1.086,0.548,1.138,0.618
Person_806,-1.079,0.382,0.361,11,40,0.275,0.893,-0.56,0.912,-0.244
Person_807,0.456,0.383,0.365,21,34,0.618,0.908,-0.589,0.84,-0.754
Person_808,1.6,0.479,0.48,23,29,0.793,1.004,0.097,0.808,-0.315
Person_809,-0.198,0.375,0.358,17,34,0.5,0.911,-0.595,0.913,-0.498
Person_810,0.413,0.402,0.394,17,30,0.567,0.961,-0.217,0.957,-0.153
Person_811,-1.161,0.443,0.391,8,30,0.267,0.776,-1.1,0.638,-1.158
Person_812,-0.843,0.492,0.509,7,22,0.318,1.071,0.398,1.181,0.666
Person_813,-1.139,0.438,0.416,8,32,0.25,0.899,-0.396,0.743,-0.776
Person_814,-2.748,0.689,0.708,2,30,0.067,1.055,0.278,2.826,1.809
Person_815,0.676,0.415,0.409,20,30,0.667,0.974,-0.109,0.889,-0.373
Person_816,-0.32,0.361,0.341,17,36,0.472,0.89,-0.834,0.878,-0.802
Person_817,-1.705,0.508,0.493,5,27,0.185,0.941,-0.123,0.831,-0.26
Person_818,-1.996,0.554,0.54,4,30,0.133,0.951,-0.031,0.939,0.09
Person_819,0.027,0.412,0.382,14,28,0.5,0.857,-0.923,0.818,-1.017
Person_820,-0.835,0.421,0.401,10,31,0.323,0.907,-0.439,0.901,-0.292
Person_821,0.982,0.43,0.443,18,27,0.667,1.057,0.406,0.982,0.015
Person_822,-0.365,0.391,0.38,14,32,0.438,0.948,-0.296,0.926,-0.342
Person_823,1.085,0.428,0.41,20,29,0.69,0.921,-0.431,0.835,-0.495
Person_824,-0.46,0.387,0.413,14,32,0.438,1.138,0.952,1.194,1.104
Person_825,-1.101,0.42,0.447,9,33,0.273,1.133,0.694,1.156,0.617
Person_826,-1.647,0.48,0.484,6,30,0.2,1.017,0.15,0.97,0.073
Person_827,3.266,0.833,0.697,29,30,0.967,0.701,-0.234,0.635,-0.062
Person_828,0.96,0.471,0.483,18,25,0.72,1.049,0.302,1.062,0.296
Person_829,0.285,0.401,0.401,17,30,0.567,1.003,0.066,1.004,0.084
Person_830,-2.853,0.681,0.588,2,34,0.059,0.745,-0.347,0.37,-0.805
Person_831,0.1,0.387,0.395,17,32,0.531,1.042,0.332,1.058,0.387
Person_832,0.879,0.405,0.464,23,33,0.697,1.308,1.681,1.568,1.902
Person_833,-1.706,0.56,0.572,4,24,0.167,1.046,0.249,0.807,-0.245
Person_834,-0.596,0.386,0.394,12,34,0.353,1.041,0.307,0.998,0.056
Person_835,-0.362,0.386,0.372,14,32,0.438,0.93,-0.455,0.947,-0.252
Person_836,0.716,0.378,0.395,25,37,0.676,1.09,0.606,0.991,0.038
Person_837,-0.853,0.379,0.304,12,36,0.333,0.64,-2.554,0.562,-2.347
Person_838,-1.59,0.483,0.498,6,29,0.207,1.062,0.33,1.268,0.712
Person_839,-2.934,0.686,0.647,2,30,0.067,0.891,-0.041,0.736,-0.075
Person_840,1.86,0.501,0.48,26,31,0.839,0.917,-0.196,1.033,0.232
Person_841,-0.839,0.446,0.468,9,25,0.36,1.101,0.616,1.049,0.29
Person_842,-0.357,0.426,0.435,11,28,0.393,1.046,0.306,1.145,0.727
Person_843,1.053,0.416,0.405,22,31,0.71,0.947,-0.252,0.997,0.079
Person_844,-0.289,0.41,0.416,12,28,0.429,1.03,0.251,1.036,0.26
Person_845,-0.751,0.407,0.421,11,32,0.344,1.071,0.445,1.022,0.169
Person_846,0.015,0.398,0.373,14,29,0.483,0.879,-0.886,0.867,-0.857
Person_847,2.134,0.536,0.482,26,30,0.867,0.811,-0.473,0.542,-0.821
Person_848,0.17,0.432,0.453,15,26,0.577,1.101,0.649,1.074,0.423
Person_849,2.624,0.688,0.672,27,29,0.931,0.953,0.082,1.733,0.987
Person_850,2.511,0.694,0.599,22,24,0.917,0.745,-0.375,0.51,-0.519
Person_851,-0.627,0.402,0.374,11,31,0.355,0.864,-0.808,0.944,-0.212
Person_852,1.376,0.451,0.444,22,29,0.759,0.967,-0.08,0.944,-0.047
Person_853,-1.946,0.503,0.524,5,34,0.147,1.083,0.371,1.067,0.301
Person_854,-0.023,0.418,0.382,14,28,0.5,0.835,-0.983,0.851,-0.762
Person_855,1.649,0.509,0.467,25,30,0.833,0.842,-0.47,0.569,-0.882
Person_856,0.112,0.384,0.386,18,33,0.545,1.008,0.105,1.071,0.45
Person_857,-0.419,0.396,0.426,13,32,0.406,1.156,0.952,1.186,0.953
Person_858,-0.397,0.418,0.451,12,28,0.429,1.166,1.026,1.312,1.484
Person_859,1.831,0.501,0.508,28,33,0.848,1.029,0.196,1.15,0.45
Person_860,1.747,0.498,0.464,26,31,0.839,0.867,-0.378,0.624,-0.743
Person_861,3.193,,,28,28,1.0,,,,
Person_862,0.456,0.406,0.409,18,30,0.6,1.016,0.153,1.045,0.282
Person_863,0.581,0.424,0.436,18,28,0.643,1.058,0.394,1.085,0.443
Person_864,3.24,0.84,0.638,28,29,0.966,0.577,-0.48,0.237,-0.617
Person_865,0.794,0.46,0.437,17,25,0.68,0.901,-0.47,0.846,-0.477
Person_866,0.612,0.404,0.417,18,30,0.6,1.068,0.506,1.071,0.393
Person_867,-2.364,0.71,0.748,2,22,0.091,1.111,0.381,1.857,1.131
Person_868,-0.367,0.385,0.395,14,33,0.424,1.049,0.372,1.069,0.425
Person_869,-2.844,0.689,0.642,2,32,0.062,0.867,-0.092,0.883,0.146
Person_870,0.107,0.353,0.363,19,37,0.514,1.059,0.538,1.049,0.382
Person_871,0.717,0.445,0.462,19,28,0.679,1.079,0.452,1.169,0.648
Person_872,1.168,0.41,0.376,25,34,0.735,0.838,-0.863,0.746,-0.828
Person_873,-2.051,0.561,0.557,4,25,0.16,0.986,0.063,0.961,0.116
Person_874,0.839,0.418,0.419,20,30,0.667,1.004,0.082,1.078,0.38
Person_875,-0.142,0.422,0.391,12,27,0.444,0.861,-0.855,0.846,-0.804
Person_876,0.59,0.425,0.4,18,28,0.643,0.885,-0.657,0.946,-0.149
Person_877,1.872,0.541,0.548,25,29,0.862,1.025,0.187,1.243,0.6
Person_878,-2.11,0.548,0.568,4,28,0.143,1.074,0.327,0.92,0.037
Person_879,0.327,0.415,0.342,16,28,0.571,0.681,-2.347,0.622,-2.112
Person_880,1.386,0.459,0.455,21,28,0.75,0.985,0.001,1.163,0.558
Person_881,2.687,0.684,0.654,25,27,0.926,0.914,0.005,1.047,0.325
Person_882,1.635,0.55,0.573,22,26,0.846,1.085,0.363,1.685,1.254
Person_883,1.809,0.498,0.505,25,30,0.833,1.028,0.191,1.228,0.606
Person_884,-0.156,0.394,0.42,14,31,0.452,1.136,0.901,1.198,1.131
Person_885,0.368,0.365,0.356,21,36,0.583,0.954,-0.317,0.979,-0.063
Person_886,-0.913,0.439,0.444,9,26,0.346,1.025,0.204,0.94,-0.178
Person_887,-0.036,0.411,0.397,13,28,0.464,0.931,-0.42,0.874,-0.689
Person_888,-0.704,0.408,0.476,12,30,0.4,1.363,2.109,1.411,1.778
Person_889,-0.1,0.382,0.385,16,33,0.485,1.019,0.18,1.065,0.436
Person_890,1.338,0.483,0.462,22,28,0.786,0.916,-0.265,0.713,-0.666
Person_891,-0.361,0.361,0.397,16,37,0.432,1.21,1.472,1.196,1.182
Person_892,-1.597,0.446,0.426,7,34,0.206,0.914,-0.295,0.932,-0.061
Person_893,-0.155,0.387,0.376,15,31,0.484,0.948,-0.354,0.922,-0.461
Person_894,1.498,0.474,0.446,24,30,0.8,0.887,-0.389,0.788,-0.41
Person_895,-1.601,0.478,0.473,6,32,0.188,0.98,0.011,0.904,-0.088
Person_896,0.824,0.376,0.391,24,36,0.667,1.079,0.58,1.253,1.106
Person_897,-2.777,0.866,0.793,1,20,0.05,0.839,-0.026,1.734,0.932
Person_898,-1.032,0.449,0.445,8,30,0.267,0.984,0.005,1.019,0.165
Person_899,-1.682,0.518,0.534,5,27,0.185,1.064,0.313,1.369,0.866
Person_900,-0.01,0.375,0.358,18,34,0.529,0.915,-0.573,0.921,-0.442
Person_901,-0.406,0.401,0.429,12,32,0.375,1.147,0.867,1.177,0.872
Person_902,0.149,0.406,0.404,17,29,0.586,0.99,-0.021,0.983,-0.028
Person_903,0.92,0.425,0.399,20,29,0.69,0.88,-0.66,0.807,-0.716
Person_904,1.148,0.484,0.474,20,26,0.769,0.957,-0.107,1.249,0.739
Person_905,-1.02,0.414,0.425,9,33,0.273,1.052,0.326,1.215,0.838
Person_906,-2.863,0.683,0.619,2,31,0.065,0.822,-0.183,0.669,-0.2
Person_907,-0.946,0.397,0.421,11,32,0.344,1.121,0.786,1.13,0.658
Person_908,2.117,0.484,0.437,33,38,0.868,0.817,-0.519,0.556,-0.888
Person_909,-3.134,0.843,0.707,1,29,0.034,0.703,-0.24,0.482,-0.262
Person_910,1.79,0.458,0.418,30,36,0.833,0.831,-0.589,0.599,-0.899
Person_911,0.483,0.382,0.374,18,32,0.562,0.959,-0.281,0.907,-0.511
Person_912,0.696,0.455,0.484,17,26,0.654,1.134,0.719,1.06,0.302
Person_913,0.33,0.381,0.366,17,32,0.531,0.922,-0.578,0.978,-0.087
Person_914,0.187,0.385,0.353,18,32,0.562,0.837,-1.22,0.79,-1.225
Person_915,0.477,0.395,0.386,20,32,0.625,0.957,-0.239,0.982,-0.013
Person_916,-1.71,0.444,0.488,7,35,0.2,1.212,0.923,1.339,0.921
Person_917,1.43,0.444,0.442,24,31,0.774,0.989,0.024,0.834,-0.388
Person_918,-2.091,0.621,0.541,3,25,0.12,0.76,-0.521,0.461,-0.817
Person_919,0.157,0.42,0.39,14,27,0.519,0.862,-0.871,0.804,-1.078
Person_920,-0.43,0.424,0.413,11,27,0.407,0.95,-0.256,0.943,-0.229
Person_921,0.521,0.429,0.425,16,26,0.615,0.982,-0.074,0.946,-0.201
Person_922,0.055,0.388,0.393,17,32,0.531,1.029,0.245,1.05,0.338
Person_923,0.843,0.423,0.402,19,29,0.655,0.901,-0.586,0.869,-0.405
Person_924,1.902,0.53,0.531,27,31,0.871,1.004,0.13,1.112,0.382
Person_925,-0.812,0.381,0.371,12,36,0.333,0.951,-0.261,0.879,-0.494
Person_926,0.587,0.387,0.391,22,34,0.647,1.02,0.184,1.035,0.232
Person_927,-1.14,0.441,0.483,8,27,0.296,1.197,1.076,1.265,0.994
Person_928,-1.065,0.421,0.475,9,32,0.281,1.271,1.355,1.31,1.087
Person_929,0.46,0.433,0.444,15,26,0.577,1.05,0.359,1.021,0.167
Person_930,1.253,0.436,0.431,21,29,0.724,0.976,-0.078,0.849,-0.357
Person_931,0.175,0.437,0.415,14,25,0.56,0.898,-0.605,0.842,-0.764
Person_932,0.604,0.423,0.451,18,28,0.643,1.136,0.863,1.2,0.873
Person_933,-0.983,0.415,0.399,10,30,0.333,0.923,-0.42,1.061,0.323
Person_934,-3.07,,,0,27,0.0,,,,
Person_935,-0.799,0.41,0.414,10,32,0.312,1.021,0.175,1.081,0.402
Person_936,0.137,0.417,0.386,16,28,0.571,0.858,-0.86,0.825,-0.905
Person_937,-1.104,0.464,0.494,7,28,0.25,1.134,0.635,1.064,0.3
Person_938,-0.971,0.41,0.353,10,33,0.303,0.74,-1.46,0.647,-1.45
Person_939,-0.956,0.43,0.452,9,30,0.3,1.104,0.583,1.03,0.199
Person_940,3.141,,,25,25,1.0,,,,
Person_941,1.579,0.44,0.406,29,36,0.806,0.851,-0.587,0.6,-1.035
Person_942,-0.017,0.386,0.359,15,32,0.469,0.863,-0.937,0.87,-0.752
Person_943,2.794,0.684,0.604,29,31,0.935,0.781,-0.272,0.464,-0.512
Person_944,0.439,0.426,0.371,17,28,0.607,0.76,-1.46,0.708,-1.332
Person_945,1.701,0.504,0.481,25,30,0.833,0.914,-0.207,0.831,-0.217
Person_946,-1.174,0.399,0.436,10,36,0.278,1.199,1.083,1.224,0.846
Person_947,-0.405,0.44,0.318,11,26,0.423,0.522,-3.109,0.478,-2.884
Person_948,0.582,0.388,0.366,19,32,0.594,0.891,-0.759,0.858,-0.713
Person_949,1.86,0.607,0.586,21,24,0.875,0.932,-0.042,0.813,-0.13
Person_950,2.073,0.547,0.532,21,25,0.84,0.946,-0.06,0.795,-0.215
Person_951,2.22,0.714,0.559,21,23,0.913,0.613,-0.742,0.291,-0.929
Person_952,2.207,0.6,0.579,24,27,0.889,0.932,-0.035,0.688,-0.345
Person_953,0.026,0.402,0.419,15,30,0.5,1.088,0.61,1.127,0.717
Person_954,-0.279,0.467,0.421,9,22,0.409,0.813,-1.067,0.763,-1.197
Person_955,3.528,0.827,0.691,33,34,0.971,0.699,-0.231,0.724,0.098
Person_956,-0.61,0.401,0.364,12,31,0.387,0.826,-1.112,0.789,-1.038
Person_957,0.112,0.394,0.419,17,31,0.548,1.132,0.903,1.108,0.641
Person_958,1.384,0.491,0.472,21,27,0.778,0.923,-0.25,0.787,-0.393
Person_959,0.51,0.421,0.431,17,28,0.607,1.05,0.371,1.008,0.11
Person_960,-1.016,0.428,0.416,9,29,0.31,0.945,-0.246,0.932,-0.182
Person_961,1.867,0.553,0.5,23,27,0.852,0.816,-0.481,0.675,-0.484
Person_962,1.265,0.452,0.422,22,29,0.759,0.873,-0.557,0.818,-0.445
Person_963,1.708,0.459,0.437,29,35,0.829,0.909,-0.267,1.204,0.596
Person_964,-0.913,0.432,0.494,9,29,0.31,1.309,1.527,1.372,1.354
Person_965,-0.981,0.454,0.463,8,28,0.286,1.043,0.27,0.947,-0.074
Person_966,-0.5,0.421,0.41,11,28,0.393,0.948,-0.255,0.893,-0.473
Person_967,-0.123,0.394,0.386,16,31,0.516,0.961,-0.213,1.035,0.257
Person_968,-1.663,0.442,0.436,7,36,0.194,0.973,-0.038,0.937,-0.028
Person_969,-0.108,0.367,0.353,17,35,0.486,0.924,-0.542,0.916,-0.505
Person_970,-0.22,0.375,0.35,14,33,0.424,0.869,-1.004,0.828,-1.143
Person_971,0.005,0.426,0.43,13,26,0.5,1.018,0.17,1.027,0.208
Person_972,-0.158,0.401,0.408,15,30,0.5,1.038,0.294,1.046,0.312
Person_973,-3.471,0.836,0.674,1,32,0.031,0.65,-0.331,0.337,-0.468
Person_974,1.244,0.454,0.464,23,30,0.767,1.044,0.271,1.094,0.368
Person_975,-0.042,0.388,0.407,14,31,0.452,1.102,0.766,1.214,1.32
Person_976,-1.318,0.499,0.469,6,24,0.25,0.883,-0.448,0.81,-0.392
Person_977,-0.484,0.395,0.432,12,32,0.375,1.198,1.194,1.203,1.048
Person_978,-1.195,0.429,0.452,8,34,0.235,1.106,0.535,1.028,0.193
Person_979,-1.903,0.627,0.685,3,22,0.136,1.194,0.598,1.428,0.825
Person_980,1.394,0.483,0.443,23,29,0.793,0.842,-0.58,0.637,-0.86
Person_981,3.606,,,32,32,1.0,,,,
Person_982,-2.28,0.542,0.574,4,31,0.129,1.122,0.456,1.548,0.99
Person_983,-1.539,0.452,0.449,7,31,0.226,0.988,0.018,0.857,-0.268
Person_984,-0.369,0.395,0.373,14,31,0.452,0.894,-0.68,0.856,-0.787
Person_985,0.278,0.384,0.412,18,32,0.562,1.147,1.081,1.24,1.351
Person_986,1.909,0.492,0.5,28,33,0.848,1.033,0.209,1.163,0.486
