,Estimate,CSEM,RSEM,Score,Max score,p,Infit MS,Infit Z,Outfit MS,Outfit Z
Person_659,3.538,0.672,0.445,34,38,0.895,0.44,-1.043,0.281,-0.728
Person_660,-1.061,0.404,0.44,13,38,0.342,1.188,0.568,1.181,0.55
Person_661,3.115,0.633,0.492,33,38,0.868,0.605,-0.617,0.614,-0.279
Person_662,0.692,0.438,0.317,24,38,0.632,0.525,-1.07,0.586,-0.909
Person_663,1.314,0.478,0.479,27,38,0.711,1.005,0.169,1.033,0.228
Person_664,1.805,0.516,0.479,29,38,0.763,0.862,-0.131,1.019,0.208
Person_665,1.55,0.496,0.62,28,38,0.737,1.563,1.16,1.436,0.952
Person_666,2.391,0.567,0.829,31,38,0.816,2.132,1.805,1.95,1.42
Person_667,-2.51,0.542,0.239,6,38,0.158,0.195,-2.2,0.201,-1.759
Person_668,2.391,0.567,0.464,31,38,0.816,0.669,-0.536,1.19,0.496
Person_669,-0.311,0.394,0.463,18,38,0.474,1.382,0.957,1.174,0.533
Person_670,2.391,0.567,0.586,31,38,0.816,1.068,0.302,0.906,0.049
Person_671,-0.159,0.397,0.382,19,38,0.5,0.922,-0.043,1.086,0.339
Person_672,-0.311,0.394,0.449,18,38,0.474,1.302,0.799,1.034,0.22
Person_673,-0.906,0.397,0.37,14,38,0.368,0.866,-0.215,0.792,-0.411
Person_674,-1.775,0.459,0.371,9,38,0.237,0.656,-0.666,0.664,-0.612
Person_675,-2.236,0.508,0.461,7,38,0.184,0.822,-0.2,0.857,-0.072
Person_676,-2.824,0.584,0.32,5,38,0.132,0.3,-1.604,0.27,-1.264
Person_677,1.805,0.516,0.531,29,38,0.763,1.057,0.278,0.916,0.002
Person_678,0.16,0.409,0.403,21,38,0.553,0.971,0.086,0.883,-0.125
Person_679,1.55,0.496,0.331,28,38,0.737,0.447,-1.307,0.457,-1.25
Person_680,-2.824,0.584,0.491,5,38,0.132,0.708,-0.404,0.534,-0.564
Person_681,5.442,,,38,38,1.0,,,,
Person_682,-1.393,0.425,0.534,11,38,0.289,1.576,1.26,1.734,1.512
Person_683,0.887,0.449,0.319,25,38,0.658,0.505,-1.13,0.569,-0.958
Person_684,-0.002,0.403,0.339,20,38,0.526,0.709,-0.59,0.85,-0.216
Person_685,1.805,0.516,0.451,29,38,0.763,0.764,-0.36,0.937,0.046
Person_686,-5.015,1.031,0.402,1,38,0.026,0.152,-1.305,0.083,-0.282
Person_687,0.506,0.427,0.375,23,38,0.605,0.77,-0.378,0.894,-0.087
Person_688,-0.002,0.403,0.393,20,38,0.526,0.951,0.034,0.92,-0.041
Person_689,-2.51,0.542,0.421,6,38,0.158,0.605,-0.695,0.624,-0.482
Person_690,-1.993,0.481,0.295,8,38,0.211,0.375,-1.526,0.568,-0.8
Person_691,-1.222,0.413,0.438,12,38,0.316,1.125,0.425,1.201,0.585
Person_692,0.887,0.449,0.381,25,38,0.658,0.72,-0.497,0.726,-0.503
Person_693,-0.46,0.392,0.357,17,38,0.447,0.833,-0.3,0.587,-1.043
Person_694,3.538,0.672,0.428,34,38,0.895,0.407,-1.144,0.264,-0.767
Person_695,0.16,0.409,0.392,21,38,0.553,0.915,-0.044,1.315,0.792
Person_696,-2.236,0.508,0.379,7,38,0.184,0.556,-0.871,0.476,-0.956
Person_697,0.16,0.409,0.408,21,38,0.553,0.994,0.137,1.102,0.371
Person_698,-1.576,0.44,0.86,10,38,0.263,3.817,3.827,3.228,3.241
Person_699,5.163,0.944,0.462,37,38,0.974,0.239,-1.198,0.117,0.001
Person_700,1.55,0.496,0.517,28,38,0.737,1.087,0.336,1.076,0.315
Person_701,-2.824,0.584,0.491,5,38,0.132,0.708,-0.404,0.534,-0.564
Person_702,3.538,0.672,0.6,34,38,0.895,0.798,-0.18,0.941,0.266
Person_703,0.16,0.409,0.364,21,38,0.553,0.788,-0.354,0.681,-0.661
Person_704,0.16,0.409,0.242,21,38,0.553,0.348,-1.816,0.369,-1.755
Person_705,1.805,0.516,0.43,29,38,0.763,0.694,-0.536,0.846,-0.146
Person_706,1.805,0.516,0.533,29,38,0.763,1.068,0.299,0.914,-0.0
Person_707,-1.993,0.481,0.418,8,38,0.211,0.753,-0.382,0.694,-0.475
Person_708,2.083,0.54,0.616,30,38,0.789,1.3,0.711,1.36,0.767
Person_709,1.805,0.516,0.377,29,38,0.763,0.533,-0.993,0.511,-1.001
Person_710,0.506,0.427,0.233,23,38,0.605,0.298,-1.974,0.277,-2.133
Person_711,-1.576,0.44,0.473,10,38,0.263,1.155,0.475,1.204,0.568
Person_712,0.887,0.449,0.374,25,38,0.658,0.691,-0.574,0.786,-0.345
Person_713,-1.993,0.481,0.41,8,38,0.211,0.726,-0.449,0.764,-0.311
Person_714,-0.608,0.391,0.236,16,38,0.421,0.364,-2.006,0.396,-1.813
Person_715,-0.608,0.391,0.337,16,38,0.421,0.743,-0.572,0.748,-0.54
Person_716,4.534,0.799,0.523,36,38,0.947,0.428,-0.949,0.27,-0.15
Person_717,-2.236,0.508,0.555,7,38,0.184,1.194,0.527,1.182,0.491
Person_718,3.115,0.633,0.655,33,38,0.868,1.073,0.316,1.141,0.438
Person_719,0.692,0.438,0.218,24,38,0.632,0.248,-2.203,0.244,-2.288
Person_720,-0.002,0.403,0.454,20,38,0.526,1.269,0.708,1.106,0.38
Person_721,0.692,0.438,0.313,24,38,0.632,0.51,-1.118,0.581,-0.926
Person_722,5.442,,,38,38,1.0,,,,
Person_723,2.733,0.598,0.584,32,38,0.842,0.954,0.1,0.747,-0.163
Person_724,3.538,0.672,0.743,34,38,0.895,1.223,0.553,0.738,0.033
Person_725,1.55,0.496,0.48,28,38,0.737,0.936,0.025,0.808,-0.261
Person_726,1.094,0.463,0.556,26,38,0.684,1.443,0.979,1.476,1.047
Person_727,-0.608,0.391,0.459,16,38,0.421,1.376,0.975,1.243,0.687
Person_728,-0.002,0.403,0.34,20,38,0.526,0.713,-0.578,0.79,-0.374
Person_729,1.805,0.516,0.551,29,38,0.763,1.139,0.434,1.29,0.689
Person_730,-2.236,0.508,0.467,7,38,0.184,0.846,-0.148,0.817,-0.15
Person_731,-3.64,0.713,0.647,3,38,0.079,0.825,-0.084,0.573,-0.183
Person_732,-0.159,0.397,0.361,19,38,0.5,0.824,-0.292,0.961,0.051
Person_733,-1.576,0.44,0.383,10,38,0.263,0.758,-0.422,0.738,-0.467
Person_734,0.692,0.438,0.413,24,38,0.632,0.889,-0.087,0.816,-0.273
Person_735,-2.824,0.584,0.537,5,38,0.132,0.848,-0.106,0.621,-0.385
Person_736,-2.236,0.508,0.534,7,38,0.184,1.105,0.369,1.04,0.26
Person_737,5.163,0.944,0.462,37,38,0.974,0.239,-1.198,0.117,0.001
Person_738,-5.015,1.031,0.402,1,38,0.026,0.152,-1.305,0.083,-0.282
Person_739,2.083,0.54,0.393,30,38,0.789,0.531,-0.959,0.511,-0.899
Person_740,1.314,0.478,0.262,27,38,0.711,0.299,-1.921,0.36,-1.675
Person_741,-0.311,0.394,0.482,18,38,0.474,1.5,1.179,1.34,0.872
Person_742,1.314,0.478,0.45,27,38,0.711,0.886,-0.089,0.887,-0.09
Person_743,-5.015,1.031,0.402,1,38,0.026,0.152,-1.305,0.083,-0.282
Person_744,0.692,0.438,0.299,24,38,0.632,0.467,-1.265,0.413,-1.511
Person_745,-2.236,0.508,0.426,7,38,0.184,0.703,-0.481,0.694,-0.409
Person_746,-0.756,0.393,0.335,15,38,0.395,0.726,-0.629,0.649,-0.853
Person_747,-3.64,0.713,0.783,3,38,0.079,1.206,0.516,1.929,1.072
Person_748,-1.222,0.413,0.485,12,38,0.316,1.379,0.939,1.084,0.333
Person_749,2.083,0.54,0.362,30,38,0.789,0.449,-1.218,0.464,-1.035
Person_750,0.887,0.449,0.49,25,38,0.658,1.19,0.536,1.048,0.257
Person_751,0.692,0.438,0.43,24,38,0.632,0.967,0.087,1.161,0.485
Person_752,-3.64,0.713,0.704,3,38,0.079,0.976,0.172,1.139,0.464
Person_753,-5.015,1.031,1.179,1,38,0.026,1.308,0.612,0.561,0.342
Person_754,-2.824,0.584,0.491,5,38,0.132,0.708,-0.404,0.534,-0.564
Person_755,-2.51,0.542,0.587,6,38,0.158,1.173,0.486,1.098,0.361
Person_756,-1.393,0.425,0.47,11,38,0.289,1.222,0.617,1.238,0.648
Person_757,4.534,0.799,0.516,36,38,0.947,0.416,-0.982,0.267,-0.155
Person_758,-2.51,0.542,0.401,6,38,0.158,0.547,-0.854,0.455,-0.888
Person_759,-2.51,0.542,0.546,6,38,0.158,1.016,0.208,0.794,-0.142
Person_760,-0.756,0.393,0.355,15,38,0.395,0.814,-0.368,0.76,-0.509
Person_761,2.083,0.54,0.454,30,38,0.789,0.708,-0.476,1.017,0.215
Person_762,-0.906,0.397,0.238,14,38,0.368,0.36,-2.022,0.4,-1.794
Person_763,2.391,0.567,0.708,31,38,0.816,1.558,1.08,1.774,1.23
Person_764,3.538,0.672,0.811,34,38,0.895,1.457,0.884,0.721,0.012
Person_765,2.083,0.54,0.421,30,38,0.789,0.606,-0.741,0.542,-0.812
Person_766,0.16,0.409,0.26,21,38,0.553,0.404,-1.578,0.447,-1.439
Person_767,-2.51,0.542,0.562,6,38,0.158,1.078,0.32,0.873,-0.001
Person_768,2.733,0.598,0.392,32,38,0.842,0.43,-1.146,0.341,-1.056
Person_769,-2.824,0.584,0.729,5,38,0.132,1.559,1.049,1.589,0.943
Person_770,-2.236,0.508,0.46,7,38,0.184,0.818,-0.209,0.77,-0.246
Person_771,1.094,0.463,0.341,26,38,0.684,0.544,-1.0,0.544,-1.027
Person_772,-0.311,0.394,0.263,18,38,0.474,0.448,-1.548,0.381,-1.824
Person_773,-1.775,0.459,0.355,9,38,0.237,0.6,-0.826,0.579,-0.849
Person_774,0.887,0.449,0.281,25,38,0.658,0.39,-1.545,0.372,-1.668
Person_775,-2.51,0.542,0.39,6,38,0.158,0.517,-0.939,0.479,-0.824
Person_776,-1.775,0.459,0.376,9,38,0.237,0.672,-0.622,0.581,-0.843
Person_777,-3.64,0.713,0.563,3,38,0.079,0.625,-0.479,0.389,-0.488
Person_778,-3.64,0.713,0.547,3,38,0.079,0.589,-0.558,0.459,-0.364
Person_779,-1.222,0.413,0.3,12,38,0.316,0.528,-1.212,0.533,-1.189
Person_780,-0.46,0.392,0.407,17,38,0.447,1.078,0.322,0.851,-0.241
Person_781,-1.775,0.459,0.401,9,38,0.237,0.763,-0.383,1.029,0.223
Person_782,-1.393,0.425,0.415,11,38,0.289,0.952,0.036,0.995,0.137
Person_783,4.005,0.721,0.871,35,38,0.921,1.459,0.879,0.901,0.322
Person_784,1.805,0.516,0.383,29,38,0.763,0.552,-0.936,0.529,-0.945
Person_785,-3.64,0.713,0.549,3,38,0.079,0.594,-0.546,0.467,-0.349
Person_786,-1.061,0.404,0.351,13,38,0.342,0.756,-0.514,0.839,-0.271
Person_787,-1.775,0.459,0.379,9,38,0.237,0.684,-0.588,0.68,-0.569
Person_788,-1.775,0.459,0.455,9,38,0.237,0.985,0.128,1.039,0.241
Person_789,1.805,0.516,0.503,29,38,0.763,0.95,0.06,0.867,-0.1
Person_790,-0.311,0.394,0.375,18,38,0.474,0.906,-0.093,1.002,0.146
Person_791,-0.608,0.391,0.294,16,38,0.421,0.564,-1.169,0.57,-1.116
Person_792,-0.311,0.394,0.416,18,38,0.474,1.118,0.412,1.297,0.786
Person_793,1.314,0.478,0.497,27,38,0.711,1.081,0.325,1.111,0.385
Person_794,-5.015,1.031,0.402,1,38,0.026,0.152,-1.305,0.083,-0.282
Person_795,-0.756,0.393,0.35,15,38,0.395,0.792,-0.429,0.9,-0.119
Person_796,0.329,0.418,0.429,22,38,0.579,1.056,0.273,1.081,0.325
Person_797,2.733,0.598,0.594,32,38,0.842,0.986,0.16,0.851,0.01
Person_798,1.314,0.478,0.45,27,38,0.711,0.886,-0.089,0.887,-0.09
Person_799,0.16,0.409,0.318,21,38,0.553,0.603,-0.878,0.744,-0.483
Person_800,1.094,0.463,0.302,26,38,0.684,0.426,-1.402,0.567,-0.954
Person_801,-4.215,0.827,1.062,2,38,0.053,1.646,0.993,1.005,0.431
Person_802,0.692,0.438,0.302,24,38,0.632,0.475,-1.238,0.572,-0.953
Person_803,0.16,0.409,0.364,21,38,0.553,0.789,-0.354,0.869,-0.16
Person_804,-3.192,0.638,0.64,4,38,0.105,1.005,0.204,1.161,0.46
Person_805,-1.576,0.44,0.407,10,38,0.263,0.856,-0.176,0.842,-0.205
Person_806,-2.236,0.508,0.376,7,38,0.184,0.546,-0.9,0.488,-0.922
Person_807,0.16,0.409,0.459,21,38,0.553,1.255,0.672,1.308,0.78
Person_808,2.733,0.598,0.575,32,38,0.842,0.923,0.042,1.841,1.199
Person_809,-1.576,0.44,0.392,10,38,0.263,0.795,-0.328,0.838,-0.216
Person_810,1.55,0.496,0.336,28,38,0.737,0.46,-1.259,0.464,-1.227
Person_811,-1.775,0.459,0.378,9,38,0.237,0.679,-0.602,0.7,-0.517
Person_812,-0.756,0.393,0.526,15,38,0.395,1.788,1.742,1.579,1.346
Person_813,-1.222,0.413,0.376,12,38,0.316,0.829,-0.287,0.75,-0.502
Person_814,-5.015,1.031,1.214,1,38,0.026,1.388,0.688,0.705,0.446
Person_815,0.506,0.427,0.315,23,38,0.605,0.546,-1.016,0.643,-0.745
Person_816,-0.608,0.391,0.28,16,38,0.421,0.513,-1.362,0.581,-1.079
Person_817,-2.236,0.508,0.409,7,38,0.184,0.648,-0.621,0.656,-0.495
Person_818,-3.192,0.638,0.652,4,38,0.105,1.045,0.27,2.278,1.429
Person_819,0.16,0.409,0.356,21,38,0.553,0.757,-0.438,0.772,-0.41
Person_820,-1.061,0.404,0.332,13,38,0.342,0.677,-0.753,0.672,-0.756
Person_821,1.094,0.463,0.338,26,38,0.684,0.533,-1.035,0.563,-0.966
Person_822,-1.393,0.425,0.505,11,38,0.289,1.415,0.98,1.112,0.391
Person_823,1.805,0.516,0.425,29,38,0.763,0.678,-0.578,0.85,-0.136
Person_824,-0.608,0.391,0.306,16,38,0.421,0.612,-0.998,0.547,-1.199
Person_825,-1.393,0.425,0.362,11,38,0.289,0.724,-0.545,0.651,-0.757
Person_826,-2.236,0.508,0.687,7,38,0.184,1.827,1.476,1.58,1.053
Person_827,2.733,0.598,0.664,32,38,0.842,1.23,0.571,0.89,0.07
Person_828,2.083,0.54,0.359,30,38,0.789,0.443,-1.24,0.461,-1.043
Person_829,-0.46,0.392,0.341,17,38,0.447,0.76,-0.508,0.889,-0.142
Person_830,-2.236,0.508,0.424,7,38,0.184,0.694,-0.501,0.64,-0.533
Person_831,-1.061,0.404,0.229,13,38,0.342,0.32,-2.171,0.404,-1.746
Person_832,0.16,0.409,0.358,21,38,0.553,0.764,-0.417,0.816,-0.292
Person_833,-5.015,1.031,1.296,1,38,0.026,1.581,0.857,1.509,0.859
Person_834,-1.576,0.44,0.359,10,38,0.263,0.666,-0.673,0.649,-0.712
Person_835,-0.906,0.397,0.463,14,38,0.368,1.358,0.937,1.613,1.403
Person_836,0.506,0.427,0.338,23,38,0.605,0.626,-0.772,0.71,-0.554
Person_837,-2.824,0.584,0.772,5,38,0.132,1.751,1.296,1.863,1.213
Person_838,-1.222,0.413,0.381,12,38,0.316,0.852,-0.226,0.919,-0.053
Person_839,-4.215,0.827,0.731,2,38,0.053,0.78,-0.09,0.338,-0.283
Person_840,3.115,0.633,0.207,33,38,0.868,0.107,-2.564,0.122,-1.578
Person_841,-0.46,0.392,0.428,17,38,0.447,1.192,0.58,1.201,0.595
Person_842,-0.906,0.397,0.627,14,38,0.368,2.489,2.787,2.211,2.356
Person_843,1.314,0.478,0.362,27,38,0.711,0.572,-0.909,0.603,-0.828
Person_844,-0.46,0.392,0.36,17,38,0.447,0.847,-0.26,0.794,-0.4
Person_845,-1.393,0.425,0.43,11,38,0.289,1.023,0.199,1.23,0.631
Person_846,-0.311,0.394,0.272,18,38,0.474,0.479,-1.421,0.705,-0.645
Person_847,4.005,0.721,0.605,35,38,0.921,0.703,-0.366,0.372,-0.286
Person_848,-0.756,0.393,0.396,15,38,0.395,1.016,0.172,0.79,-0.422
Person_849,4.005,0.721,0.591,35,38,0.921,0.672,-0.434,0.353,-0.316
Person_850,5.163,0.944,0.946,37,38,0.974,1.003,0.264,0.487,0.418
Person_851,-0.756,0.393,0.341,15,38,0.395,0.753,-0.548,0.849,-0.256
Person_852,2.391,0.567,0.408,31,38,0.816,0.517,-0.945,0.499,-0.801
Person_853,-5.438,,,0,38,0.0,,,,
Person_854,-0.906,0.397,0.38,14,38,0.368,0.917,-0.08,0.851,-0.246
Person_855,1.55,0.496,0.589,28,38,0.737,1.41,0.917,1.452,0.977
Person_856,-0.159,0.397,0.298,19,38,0.5,0.561,-1.08,0.502,-1.295
Person_857,-0.756,0.393,0.486,15,38,0.395,1.527,1.274,1.611,1.404
Person_858,-0.906,0.397,0.595,14,38,0.368,2.24,2.437,2.453,2.692
Person_859,2.733,0.598,0.639,32,38,0.842,1.139,0.425,0.806,-0.064
Person_860,5.163,0.944,0.946,37,38,0.974,1.003,0.264,0.487,0.418
Person_861,5.442,,,38,38,1.0,,,,
Person_862,0.506,0.427,0.423,23,38,0.605,0.982,0.116,0.987,0.124
Person_863,-0.159,0.397,0.459,19,38,0.5,1.333,0.845,1.108,0.387
Person_864,4.534,0.799,0.523,36,38,0.947,0.428,-0.949,0.27,-0.15
Person_865,1.094,0.463,0.559,26,38,0.684,1.458,1.003,1.236,0.627
Person_866,0.887,0.449,0.401,25,38,0.658,0.798,-0.301,0.924,-0.015
Person_867,-5.015,1.031,0.402,1,38,0.026,0.152,-1.305,0.083,-0.282
Person_868,-1.393,0.425,0.468,11,38,0.289,1.214,0.6,1.129,0.427
Person_869,-5.438,,,0,38,0.0,,,,
Person_870,2.083,0.54,0.439,30,38,0.789,0.662,-0.592,0.614,-0.626
Person_871,1.094,0.463,0.424,26,38,0.684,0.839,-0.199,0.755,-0.421
Person_872,1.55,0.496,0.438,28,38,0.737,0.779,-0.337,0.872,-0.112
Person_873,-2.51,0.542,0.511,6,38,0.158,0.891,-0.036,0.71,-0.304
Person_874,0.887,0.449,0.436,25,38,0.658,0.942,0.033,1.047,0.255
Person_875,-0.906,0.397,0.373,14,38,0.368,0.88,-0.177,0.864,-0.213
Person_876,0.506,0.427,0.351,23,38,0.605,0.677,-0.627,0.762,-0.416
Person_877,1.55,0.496,0.476,28,38,0.737,0.923,-0.004,0.816,-0.24
Person_878,-3.192,0.638,0.638,4,38,0.105,0.999,0.194,1.155,0.454
Person_879,0.329,0.418,0.213,22,38,0.579,0.26,-2.2,0.247,-2.323
Person_880,2.733,0.598,0.383,32,38,0.842,0.41,-1.21,1.405,0.748
Person_881,5.163,0.944,0.936,37,38,0.974,0.983,0.238,0.472,0.406
Person_882,3.115,0.633,0.592,33,38,0.868,0.875,-0.037,0.571,-0.353
Person_883,2.083,0.54,0.415,30,38,0.789,0.591,-0.784,0.531,-0.841
Person_884,-0.608,0.391,0.265,16,38,0.421,0.458,-1.581,0.497,-1.39
Person_885,-0.159,0.397,0.39,19,38,0.5,0.963,0.055,0.796,-0.371
Person_886,-3.192,0.638,0.583,4,38,0.105,0.835,-0.104,1.028,0.307
Person_887,-0.159,0.397,0.388,19,38,0.5,0.952,0.029,1.088,0.342
Person_888,-1.993,0.481,0.36,8,38,0.211,0.559,-0.904,0.504,-0.982
Person_889,-0.311,0.394,0.375,18,38,0.474,0.908,-0.089,1.038,0.23
Person_890,2.733,0.598,0.603,32,38,0.842,1.017,0.215,0.869,0.038
Person_891,-0.46,0.392,0.326,17,38,0.447,0.691,-0.716,0.681,-0.733
Person_892,-2.51,0.542,0.506,6,38,0.158,0.872,-0.076,0.89,0.029
Person_893,2.391,0.567,0.753,31,38,0.816,1.762,1.355,2.024,1.496
Person_894,1.55,0.496,0.67,28,38,0.737,1.825,1.543,1.709,1.366
Person_895,-1.393,0.425,0.442,11,38,0.289,1.082,0.327,1.188,0.547
Person_896,0.506,0.427,0.281,23,38,0.605,0.433,-1.404,0.46,-1.343
Person_897,-4.215,0.827,0.57,2,38,0.053,0.474,-0.677,0.325,-0.304
Person_898,-2.51,0.542,0.455,6,38,0.158,0.705,-0.445,0.596,-0.545
Person_899,-2.51,0.542,0.595,6,38,0.158,1.207,0.543,0.974,0.169
Person_900,-1.222,0.413,0.404,12,38,0.316,0.957,0.038,0.92,-0.052
Person_901,-0.46,0.392,0.344,17,38,0.447,0.774,-0.467,0.843,-0.265
Person_902,0.887,0.449,0.554,25,38,0.658,1.52,1.105,1.513,1.114
Person_903,0.16,0.409,0.451,21,38,0.553,1.212,0.589,1.169,0.508
Person_904,1.55,0.496,0.373,28,38,0.737,0.567,-0.913,0.533,-1.003
Person_905,-1.393,0.425,0.266,11,38,0.289,0.391,-1.678,0.383,-1.709
Person_906,-5.015,1.031,1.214,1,38,0.026,1.388,0.688,0.705,0.446
Person_907,-1.393,0.425,0.438,11,38,0.289,1.063,0.288,1.043,0.243
Person_908,5.163,0.944,0.936,37,38,0.974,0.983,0.238,0.472,0.406
Person_909,-3.64,0.713,0.6,3,38,0.079,0.709,-0.304,0.532,-0.245
Person_910,3.538,0.672,0.372,34,38,0.895,0.306,-1.489,0.199,-0.946
Person_911,-0.608,0.391,0.393,16,38,0.421,1.01,0.158,1.02,0.185
Person_912,2.391,0.567,0.448,31,38,0.816,0.623,-0.652,1.004,0.211
Person_913,0.16,0.409,0.381,21,38,0.553,0.868,-0.154,0.732,-0.517
Person_914,0.329,0.418,0.295,22,38,0.579,0.5,-1.189,0.616,-0.839
Person_915,-0.608,0.391,0.435,16,38,0.421,1.233,0.675,1.338,0.883
Person_916,-1.775,0.459,0.465,9,38,0.237,1.03,0.221,0.908,-0.027
Person_917,3.538,0.672,0.595,34,38,0.895,0.786,-0.205,0.858,0.175
Person_918,-4.215,0.827,0.504,2,38,0.053,0.371,-0.932,0.234,-0.472
Person_919,0.16,0.409,0.467,21,38,0.553,1.298,0.754,1.3,0.765
Person_920,-0.002,0.403,0.375,20,38,0.526,0.869,-0.163,0.691,-0.649
Person_921,0.506,0.427,0.394,23,38,0.605,0.854,-0.174,0.956,0.054
Person_922,1.314,0.478,0.45,27,38,0.711,0.886,-0.089,0.939,0.027
Person_923,1.55,0.496,0.399,28,38,0.737,0.646,-0.683,0.746,-0.409
Person_924,2.733,0.598,0.615,32,38,0.842,1.055,0.282,1.558,0.916
Person_925,-0.906,0.397,0.446,14,38,0.368,1.26,0.732,1.249,0.7
Person_926,0.329,0.418,0.357,22,38,0.579,0.73,-0.493,0.583,-0.94
Person_927,-0.311,0.394,0.292,18,38,0.474,0.55,-1.157,0.661,-0.781
Person_928,-0.311,0.394,0.263,18,38,0.474,0.448,-1.548,0.381,-1.824
Person_929,0.329,0.418,0.357,22,38,0.579,0.73,-0.495,0.708,-0.57
Person_930,1.094,0.463,0.452,26,38,0.684,0.955,0.063,0.979,0.109
Person_931,0.887,0.449,0.337,25,38,0.658,0.564,-0.941,0.715,-0.531
Person_932,-0.002,0.403,0.265,20,38,0.526,0.434,-1.502,0.532,-1.157
Person_933,-0.906,0.397,0.374,14,38,0.368,0.884,-0.167,0.858,-0.227
Person_934,-4.215,0.827,0.731,2,38,0.053,0.78,-0.09,0.338,-0.283
Person_935,-2.824,0.584,0.568,5,38,0.132,0.947,0.088,1.038,0.289
Person_936,0.329,0.418,0.415,22,38,0.579,0.988,0.128,0.769,-0.404
Person_937,-1.775,0.459,0.299,9,38,0.237,0.424,-1.403,0.54,-0.966
Person_938,-0.906,0.397,0.351,14,38,0.368,0.78,-0.46,0.992,0.118
Person_939,-1.393,0.425,0.386,11,38,0.289,0.826,-0.272,0.8,-0.337
Person_940,5.163,0.944,0.936,37,38,0.974,0.983,0.238,0.472,0.406
Person_941,1.805,0.516,0.446,29,38,0.763,0.745,-0.407,0.894,-0.042
Person_942,1.094,0.463,0.411,26,38,0.684,0.787,-0.325,0.847,-0.191
Person_943,2.083,0.54,0.591,30,38,0.789,1.198,0.537,1.016,0.214
Person_944,0.506,0.427,0.464,23,38,0.605,1.182,0.524,1.071,0.305
Person_945,3.538,0.672,0.436,34,38,0.895,0.422,-1.096,0.284,-0.72
Person_946,-2.51,0.542,0.336,6,38,0.158,0.386,-1.362,0.382,-1.096
Person_947,0.692,0.438,0.469,24,38,0.632,1.151,0.462,0.973,0.094
Person_948,1.314,0.478,0.411,27,38,0.711,0.74,-0.442,0.739,-0.451
Person_949,2.391,0.567,0.469,31,38,0.816,0.682,-0.504,0.582,-0.598
Person_950,1.55,0.496,0.406,28,38,0.737,0.671,-0.615,0.765,-0.364
Person_951,3.538,0.672,0.372,34,38,0.895,0.306,-1.489,0.199,-0.946
Person_952,3.538,0.672,0.646,34,38,0.895,0.926,0.062,1.032,0.36
Person_953,-0.756,0.393,0.371,15,38,0.395,0.889,-0.156,0.628,-0.921
Person_954,-1.222,0.413,0.425,12,38,0.316,1.059,0.279,1.021,0.191
Person_955,5.442,,,38,38,1.0,,,,
Person_956,-1.222,0.413,0.347,12,38,0.316,0.706,-0.633,0.741,-0.528
Person_957,0.506,0.427,0.499,23,38,0.605,1.365,0.857,1.331,0.808
Person_958,1.314,0.478,0.565,27,38,0.711,1.397,0.901,1.481,1.046
Person_959,0.16,0.409,0.577,21,38,0.553,1.989,1.86,1.653,1.378
Person_960,-1.222,0.413,0.419,12,38,0.316,1.028,0.208,0.994,0.129
Person_961,3.115,0.633,0.615,33,38,0.868,0.944,0.091,0.67,-0.187
Person_962,1.314,0.478,0.545,27,38,0.711,1.301,0.735,1.257,0.661
Person_963,4.005,0.721,0.484,35,38,0.921,0.45,-0.991,0.282,-0.441
Person_964,-0.756,0.393,0.45,15,38,0.395,1.309,0.84,1.386,0.982
Person_965,-1.222,0.413,0.341,12,38,0.316,0.683,-0.703,0.678,-0.712
Person_966,0.16,0.409,0.3,21,38,0.553,0.536,-1.094,0.424,-1.529
Person_967,0.506,0.427,0.4,23,38,0.605,0.878,-0.117,0.797,-0.325
Person_968,-0.311,0.394,0.249,18,38,0.474,0.4,-1.749,0.477,-1.421
Person_969,0.329,0.418,0.435,22,38,0.579,1.087,0.337,1.061,0.284
Person_970,-0.159,0.397,0.446,19,38,0.5,1.261,0.704,1.132,0.439
Person_971,-0.311,0.394,0.412,18,38,0.474,1.094,0.358,1.164,0.511
Person_972,-2.236,0.508,0.406,7,38,0.184,0.639,-0.642,0.576,-0.688
Person_973,-3.192,0.638,0.501,4,38,0.105,0.618,-0.567,0.616,-0.274
Person_974,1.094,0.463,0.446,26,38,0.684,0.928,0.004,1.051,0.263
Person_975,-0.159,0.397,0.424,19,38,0.5,1.139,0.453,1.106,0.381
Person_976,-1.576,0.44,0.344,10,38,0.263,0.61,-0.838,0.605,-0.84
Person_977,-1.775,0.459,0.298,9,38,0.237,0.421,-1.416,0.442,-1.284
Person_978,-1.576,0.44,0.38,10,38,0.263,0.746,-0.453,0.728,-0.494
Person_979,-2.824,0.584,0.65,5,38,0.132,1.242,0.591,0.932,0.138
Person_980,1.55,0.496,0.326,28,38,0.737,0.432,-1.36,0.425,-1.365
Person_981,5.442,,,38,38,1.0,,,,
Person_982,-2.236,0.508,0.434,7,38,0.184,0.728,-0.418,0.611,-0.601
Person_983,-2.824,0.584,0.605,5,38,0.132,1.073,0.314,1.153,0.442
Person_984,-1.775,0.459,0.225,9,38,0.237,0.24,-2.222,0.247,-2.102
Person_985,-0.46,0.392,0.21,17,38,0.447,0.288,-2.363,0.265,-2.457
Person_986,2.391,0.567,0.597,31,38,0.816,1.107,0.371,1.593,1.023
Person_987,-0.906,0.397,0.362,14,38,0.368,0.831,-0.314,0.81,-0.359
